,nums,labels
0,sekshundrede og femogtreds; syvhundrede og syvogtredive,1
26663,sekshundrede og treoghalvfems; nihundrede og fyrre,1
26664,femhundrede og fireogtredive; ethundrede og femoghalvtreds,0
26665,tohundrede og tooghalvfjerds; tohundrede og syvoghalvfems,1
26666,tohundrede og otteoghalvtreds; nihundrede og enogfirs,1
26667,syvhundrede og tredive; femhundrede og fireogtyve,0
26668,toogtredive; ethundrede og tooghalvfems,1
26669,syvoghalvfems; femhundrede og femoghalvfems,1
26670,ethundrede og syvoghalvtreds; syvhundrede og nioghalvtreds,1
26671,ethundrede og otteogtreds; sekshundrede og syvogfyrre,1
26672,sekshundrede og toogfyrre; trehundrede og nioghalvfems,0
26673,trehundrede og fire; ethundrede og nioghalvtreds,0
26674,firehundrede og sytten; nihundrede og et,1
26675,femhundrede og tooghalvtreds; firehundrede og syvogfirs,0
26676,firehundrede og femogtredive; femhundrede og otteoghalvfjerds,1
26677,nihundrede og seksogfirs; fireoghalvtreds,0
26678,nihundrede og fireoghalvfems; ethundrede og femogtredive,0
26679,otteoghalvtreds; ethundrede og tooghalvfems,1
26680,ethundrede og fireoghalvfjerds; nihundrede og treoghalvfjerds,1
26681,ottehundrede og enogtyve; ethundrede og niogfyrre,0
26682,ethundrede og tooghalvtreds; sekshundrede og syvogtyve,1
26683,syvhundrede og niogfirs; sekshundrede og seksogfyrre,0
26684,ottehundrede og treogtreds; ethundrede og tooghalvfjerds,0
26685,trehundrede og syvoghalvfems; trehundrede og femoghalvfjerds,0
26686,seksoghalvtreds; ethundrede og fireoghalvfems,1
26687,femhundrede og syvogfyrre; syvhundrede og toogfyrre,1
26688,ottehundrede og femoghalvfjerds; femhundrede og fireogfyrre,0
26689,syvhundrede og nitten; nihundrede og treoghalvfjerds,1
26690,enoghalvtreds; nihundrede og treoghalvtreds,1
26691,syvhundrede og niogfyrre; trehundrede og otteoghalvtreds,0
26692,femhundrede; firehundrede og toogfirs,0
26693,tohundrede og fireoghalvtreds; nihundrede og niogfirs,1
26694,tohundrede og treoghalvfjerds; nihundrede og ti,1
26695,nihundrede og femoghalvtreds; firehundrede og tre,0
26696,femhundrede og syvogfirs; tohundrede og treogtyve,0
26697,ethundrede og niogtredive; ottehundrede og syvoghalvfems,1
26698,firehundrede og niogtreds; ethundrede og seksogfyrre,0
26699,fem; ottehundrede,1
26700,nihundrede og otteogfyrre; syvhundrede og syvogtredive,0
26701,syvhundrede og toogfirs; femhundrede og tooghalvtreds,0
26702,trehundrede og enoghalvfjerds; trehundrede og fireogfirs,1
26703,ethundrede og nioghalvfems; femhundrede og seksogfirs,1
26704,ottehundrede og niogtyve; ethundrede og treogtredive,0
26705,trehundrede og seksogtyve; firehundrede og enoghalvtreds,1
26706,syvhundrede og tredive; sekshundrede og halvtreds,0
26707,femogfirs; syvhundrede og femoghalvtreds,1
26708,trehundrede og fem; sekshundrede og fireoghalvfems,1
26709,firehundrede og treds; ethundrede og toogfirs,0
26710,femhundrede og ni; ottehundrede og syvoghalvtreds,1
26711,firehundrede og femoghalvfjerds; ottehundrede og otteogtreds,1
26712,tohundrede og syvogtreds; ottehundrede og nitten,1
26713,firehundrede og seksoghalvtreds; trehundrede og to,0
26714,ethundrede og halvfjerds; tohundrede og syvoghalvfems,1
26715,syvhundrede og toogfirs; sekshundrede og fireogtredive,0
26716,ethundrede og femogtredive; nihundrede og halvfems,1
26717,trehundrede og halvfjerds; ethundrede og treds,0
26718,femhundrede og syvogfirs; firehundrede og tretten,0
26719,sekshundrede og tolv; ottehundrede og halvtreds,1
26720,tohundrede og seksogtreds; ethundrede og enogtredive,0
26721,firehundrede og fire; ethundrede og syvogfyrre,0
26722,syvhundrede og otteogtreds; firehundrede og tre,0
26723,femhundrede og seksogfirs; sekshundrede og otteogtredive,1
26724,ottehundrede og seksoghalvtreds; femhundrede og femogfirs,0
26725,syvhundrede og seksoghalvtreds; firehundrede og tooghalvfems,0
26726,firehundrede og syvogtredive; femhundrede og femogtredive,1
26727,ottehundrede og sytten; trehundrede og tredive,0
26728,nihundrede og halvfems; ethundrede og enogtreds,0
26729,tohundrede og fyrre; nihundrede og halvfjerds,1
26730,ethundrede og enogtredive; ottehundrede og tolv,1
26731,trehundrede og tooghalvfems; firehundrede og enoghalvfjerds,1
26732,syvoghalvfjerds; tolv,0
26733,ottehundrede og femogfyrre; nihundrede og tooghalvfjerds,1
26734,nihundrede og niogtyve; sekshundrede og niogtyve,0
26735,firehundrede og seksogtyve; sekshundrede og enogtyve,1
26736,nihundrede og treoghalvtreds; tooghalvtreds,0
26737,sekshundrede og et; toogtyve,0
26738,femhundrede og treogfirs; seksogfirs,0
26739,syvhundrede og treogfirs; ethundrede og fireoghalvfjerds,0
26740,firehundrede og fyrre; nihundrede og enoghalvfjerds,1
26741,sekshundrede og seksogtredive; sekshundrede og treoghalvfems,1
26742,ettusind; sekshundrede og femogtyve,0
26743,ottehundrede og treogfyrre; sekshundrede og niogtreds,0
26744,syvhundrede og fireoghalvtreds; nihundrede og nioghalvtreds,1
26745,nihundrede og femogtredive; sekshundrede og treogtreds,0
26746,sekshundrede og halvfems; syvhundrede og otteogfirs,1
26747,nihundrede og femogtredive; treds,0
26748,syvhundrede og niogtreds; tohundrede og treogtreds,0
26749,femhundrede og niogfirs; firehundrede og elleve,0
26750,firehundrede og otteogtyve; syvhundrede og treoghalvtreds,1
26751,nihundrede og fireogtyve; tohundrede og seksogtyve,0
26752,trehundrede og treogtreds; femogfirs,0
26753,femhundrede og femoghalvtreds; ottehundrede og toogtredive,1
26754,nihundrede og femoghalvfems; firehundrede og sytten,0
26755,ethundrede og halvfjerds; syvhundrede og seksoghalvfems,1
26756,ottehundrede og syvogtreds; enoghalvfems,0
26757,trehundrede og enogtreds; sekshundrede og seksogtreds,1
26758,ottehundrede og et; nihundrede og fireogfyrre,1
26759,tooghalvfems; firehundrede og otteogtreds,1
26760,seksoghalvfjerds; trehundrede og femogtredive,1
26761,ti; femhundrede og tyve,1
26762,tredive; sekshundrede og toogtyve,1
26763,femhundrede og treoghalvfjerds; trehundrede og nioghalvfems,0
26764,trehundrede og tooghalvfjerds; nihundrede og to,1
26765,ethundrede og enogfirs; sekshundrede og otteogfyrre,1
26766,fireogfyrre; nihundrede og fireogtreds,1
26767,ottehundrede og enogtyve; firehundrede og enogtreds,0
26768,ethundrede og fireoghalvfjerds; tohundrede og otteogfyrre,1
26769,nihundrede og seksogtreds; nihundrede og syvogfyrre,0
26770,firehundrede og niogtyve; femhundrede og otte,1
26771,nihundrede og femogtredive; tohundrede og tretten,0
26772,femhundrede og tretten; seks,0
26773,trehundrede og enoghalvfems; ottehundrede og toogtreds,1
26774,sekshundrede og femogfirs; tohundrede og enogfyrre,0
26775,syvhundrede og seksogtredive; tohundrede og nioghalvfems,0
26776,nihundrede og syvoghalvtreds; nihundrede og toogfirs,1
26777,femhundrede og tolv; trehundrede og syvoghalvfems,0
26778,syvhundrede og syvoghalvtreds; sekshundrede og enogfirs,0
26779,femhundrede og fireogtreds; nihundrede og seksten,1
26780,firehundrede og tooghalvfjerds; nihundrede og seksoghalvtreds,1
26781,ethundrede og tooghalvtreds; tohundrede og halvfems,1
26782,syvhundrede og fireogtreds; syvhundrede og syvoghalvtreds,0
26783,tohundrede og treoghalvfjerds; trehundrede og tooghalvtreds,1
26784,ethundrede og niogtredive; sekshundrede og tooghalvfems,1
26785,ottehundrede og et; syvhundrede og syvogfyrre,0
26786,ethundrede og syv; syvhundrede og fireogtyve,1
26787,tohundrede og enogtredive; trehundrede og tooghalvfjerds,1
26788,nihundrede og seksogtreds; nihundrede og enogtredive,0
26789,ottehundrede og enoghalvfems; sekshundrede og toogtreds,0
26790,syvoghalvfjerds; trehundrede og treoghalvtreds,1
26791,nihundrede og fireogtreds; femhundrede og seksogfyrre,0
26792,femten; ottehundrede og otteogtreds,1
26793,ottehundrede og toogtyve; trehundrede og femogtredive,0
26794,atten; ottehundrede og nioghalvtreds,1
26795,syvoghalvfems; tohundrede og toogtreds,1
26796,trehundrede og ti; tohundrede og fyrre,0
26797,nihundrede og ti; syvhundrede og otteoghalvfjerds,0
26798,sekshundrede og otteoghalvfjerds; nihundrede og nioghalvfjerds,1
26799,otteogtyve; treoghalvfems,1
26800,nihundrede og syvogtredive; firs,0
26801,ethundrede og toogtreds; firehundrede og tooghalvtreds,1
26802,femhundrede og treogtreds; nihundrede og niogfyrre,1
26803,femhundrede og syvogfirs; syvhundrede og ti,1
26804,femhundrede og ti; nihundrede og femogtyve,1
26805,nihundrede og fyrre; femhundrede og to,0
26806,firehundrede og seksoghalvfems; nihundrede og treogtreds,1
26807,tohundrede og nioghalvtreds; femhundrede og fireoghalvfjerds,1
26808,tohundrede og tooghalvfems; sekshundrede og enogtredive,1
26809,trehundrede og toogfirs; tohundrede og tredive,0
26810,femogtredive; nihundrede og niogtreds,1
26811,nihundrede og syvoghalvfjerds; femhundrede og otteogtyve,0
26812,trehundrede og treoghalvfems; femogtreds,0
26813,ottehundrede og seksogfirs; treoghalvfjerds,0
26814,tohundrede og otteoghalvtreds; niogtreds,0
26815,nihundrede og fireogfirs; seksogtredive,0
26816,tohundrede og fireogfyrre; syvhundrede og otteoghalvtreds,1
26817,ottehundrede og toogfyrre; ottehundrede og syvoghalvtreds,1
26818,femhundrede og ni; tohundrede og treogtyve,0
26819,firehundrede og femoghalvfjerds; halvfems,0
26820,femhundrede og seksoghalvtreds; firehundrede og enogfirs,0
26821,ottehundrede og enogtyve; sekshundrede og fireogtyve,0
26822,tohundrede og enogfirs; nihundrede og otteogtreds,1
26823,tohundrede og enogtyve; sekshundrede og syvogfirs,1
26824,ottehundrede og seksogtyve; ethundrede og ti,0
26825,firehundrede og niogtreds; trehundrede og fireoghalvtreds,0
26826,trehundrede og ti; ethundrede og tyve,0
26827,sekshundrede og fireoghalvtreds; trehundrede og ni,0
26828,sekshundrede og et; trehundrede og femogfyrre,0
26829,ottehundrede og enoghalvtreds; femhundrede og seks,0
26830,tohundrede og fireogtreds; tohundrede og fire,0
26831,ottehundrede og tre; ethundrede og fireogfirs,0
26832,tohundrede og nioghalvfems; ottehundrede og seks,1
26833,syvoghalvfems; toogtredive,0
26834,tohundrede og femoghalvfems; syvhundrede og nitten,1
26835,femhundrede og fyrre; nihundrede og toogtreds,1
26836,firs; ethundrede og seksoghalvfjerds,1
26837,sekshundrede og femogtredive; nihundrede og niogfirs,1
26838,syvhundrede og syvoghalvfems; ottehundrede og seksogtredive,1
26839,ethundrede og to; ethundrede og treds,1
26840,nihundrede og femogtredive; firehundrede og treogtyve,0
26841,femhundrede og otteogfyrre; firehundrede og treds,0
26842,femhundrede og femogtyve; ethundrede og enogtyve,0
26843,tohundrede og otte; firehundrede og firs,1
26844,otteoghalvfems; firehundrede og treogtyve,1
26845,firehundrede og syv; tohundrede og treogfyrre,0
26846,tohundrede og nitten; tohundrede og enoghalvtreds,1
26847,nihundrede og syv; syvhundrede og seksogtyve,0
26848,sekshundrede og enogtyve; sekshundrede og niogfirs,1
26849,fireogfyrre; fireoghalvfems,1
26850,sekshundrede og sytten; trehundrede og halvtreds,0
26851,ethundrede og treogtredive; femhundrede og atten,1
26852,fem; ethundrede og treogfyrre,1
26853,ethundrede og syvoghalvfjerds; nihundrede,1
26854,femhundrede og otteogfirs; trehundrede og femoghalvtreds,0
26855,ethundrede og enoghalvtreds; ottehundrede og otteogtreds,1
26856,firehundrede og nioghalvfems; ottehundrede og otteoghalvfjerds,1
26857,sekshundrede og seksten; trehundrede og syvogfyrre,0
26858,ethundrede og femogfyrre; femhundrede og halvtreds,1
26859,nihundrede og fireoghalvfjerds; ethundrede og syvogfirs,0
26860,femhundrede og otteogfirs; firehundrede og halvtreds,0
26861,firehundrede og halvfjerds; trehundrede og seksogtredive,0
26862,tohundrede og niogfirs; sekshundrede og fireogtreds,1
26863,tohundrede og tyve; ottehundrede og femoghalvtreds,1
26864,tohundrede og firs; ethundrede og treogtyve,0
26865,syvogfyrre; nihundrede og otteogfyrre,1
26866,sekshundrede og fireogfirs; femhundrede og fem,0
26867,otteogtyve; ottehundrede og enogtyve,1
26868,syvhundrede og tyve; ethundrede og enogfirs,0
26869,sekshundrede og nitten; sekshundrede og syvogtredive,1
26870,nihundrede og treoghalvfjerds; syvhundrede og treoghalvfjerds,0
26871,sekshundrede og femoghalvfjerds; ethundrede og atten,0
26872,to; trehundrede og femoghalvfjerds,1
26873,trehundrede og nioghalvtreds; nihundrede og otte,1
26874,firehundrede og fjorten; ottehundrede og femogfirs,1
26875,firehundrede og treoghalvfjerds; syvhundrede og treoghalvfems,1
26876,nihundrede og femogtyve; sekshundrede og elleve,0
26877,tohundrede og tre; tohundrede og treoghalvfems,1
26878,ethundrede og fireogtreds; tohundrede og seksoghalvfjerds,1
26879,ottehundrede og treogtreds; nihundrede og treoghalvfems,1
26880,tohundrede og toogtreds; syvhundrede og tre,1
26881,otteogfyrre; syvhundrede og seksten,1
26882,nihundrede og niogtreds; sekshundrede og otteogtreds,0
26883,femhundrede og otte; femhundrede og niogtyve,1
26884,sekshundrede og enogfirs; firehundrede og tredive,0
26885,femhundrede og ti; treds,0
26886,femhundrede og halvfems; trehundrede og nioghalvtreds,0
26887,firehundrede og toogtreds; nihundrede og atten,1
26888,firehundrede og enogtredive; sekshundrede og nioghalvfjerds,1
26889,syvhundrede og toogtyve; sekshundrede og firs,0
26890,tohundrede og seksoghalvfjerds; syvhundrede og enogtyve,1
26891,femhundrede og tyve; tohundrede og otteogtredive,0
26892,tohundrede og nitten; firehundrede og enoghalvtreds,1
26893,femhundrede og fireoghalvfems; seksoghalvfjerds,0
26894,ethundrede og fjorten; syvhundrede og fjorten,1
26895,ottehundrede og otteoghalvfems; ottehundrede og syvogfirs,0
26896,syvhundrede og syvogfirs; ottehundrede og seksogfirs,1
26897,trehundrede og seks; ottehundrede og treogtredive,1
26898,syvhundrede og niogtreds; ti,0
26899,ottehundrede og fireoghalvfjerds; ottehundrede og syvoghalvtreds,0
26900,fireogtredive; femhundrede og to,1
26901,ottehundrede og syvoghalvfjerds; syvhundrede og femten,0
26902,syvhundrede og fireoghalvfems; femhundrede og enogfirs,0
26903,tohundrede og syvoghalvfems; tohundrede og niogtreds,0
26904,sekshundrede og tretten; sekshundrede og tooghalvfjerds,1
26905,femhundrede og seksten; sekshundrede og tre,1
26906,syvhundrede og toogtredive; trehundrede og femogtyve,0
26907,sekshundrede og syv; nihundrede og tolv,1
26908,firehundrede og fyrre; tohundrede og femoghalvfjerds,0
26909,ethundrede og toogtyve; sekshundrede og toogtredive,1
26910,nihundrede og treogtreds; femhundrede og seksoghalvfems,0
26911,ottehundrede og niogtredive; sekshundrede og syvogfyrre,0
26912,trehundrede og niogfirs; syvhundrede og seksoghalvtreds,1
26913,syvhundrede og otteogtyve; trehundrede og halvtreds,0
26914,firehundrede og fireogfirs; treogtredive,0
26915,ethundrede og toogtreds; tohundrede og halvfems,1
26916,nihundrede og otteogtredive; trehundrede og tolv,0
26917,seksoghalvtreds; otteogtredive,0
26918,firehundrede og otteogfirs; syvhundrede og treogfyrre,1
26919,trehundrede og fyrre; enoghalvfems,0
26920,tretten; fireogtreds,1
26921,femhundrede og ni; nihundrede og femoghalvfjerds,1
26922,tohundrede og fireogtyve; trehundrede og femoghalvtreds,1
26923,femhundrede og femogfyrre; fyrre,0
26924,tohundrede og niogfyrre; syvhundrede og otte,1
26925,femhundrede og tyve; trehundrede og seksogfirs,0
26926,trehundrede og sytten; ethundrede og treoghalvfems,0
26927,ethundrede og fireoghalvfjerds; syvhundrede og tredive,1
26928,sekshundrede og niogfirs; sekshundrede og treogfirs,0
26929,syvogtreds; ethundrede og tooghalvtreds,1
26930,sekshundrede og otteoghalvtreds; femhundrede og otteogfyrre,0
26931,trehundrede og otteogtredive; firehundrede og tooghalvtreds,1
26932,otteoghalvfjerds; femoghalvtreds,0
26933,syvhundrede og syvogtreds; ottehundrede og syvogtyve,1
26934,ottehundrede og treds; ottehundrede og seks,0
26935,syvhundrede og treogtreds; syvhundrede og femten,0
26936,sekshundrede og halvtreds; firehundrede og atten,0
26937,tohundrede og fireogfyrre; trehundrede og enoghalvtreds,1
26938,nitten; fireogfyrre,1
26939,tohundrede og syvoghalvfjerds; ottehundrede og fireoghalvtreds,1
26940,sekshundrede og treoghalvtreds; sekshundrede og seksogtyve,0
26941,trehundrede og tooghalvfjerds; tohundrede og enogtredive,0
26942,firehundrede og femoghalvfjerds; firehundrede og ni,0
26943,otteoghalvfjerds; tohundrede og otteogtyve,1
26944,femhundrede og enoghalvfems; ottehundrede og niogfirs,1
26945,fireogtyve; trehundrede og tyve,1
26946,sekshundrede og fireogfyrre; tohundrede og to,0
26947,ottehundrede og treds; syvhundrede og tolv,0
26948,nihundrede og treogtredive; ethundrede og otteogtredive,0
26949,trehundrede og enogtyve; syvhundrede og otteogtredive,1
26950,enoghalvfems; nihundrede og treogfirs,1
26951,syvhundrede og nioghalvfems; trehundrede og niogtyve,0
26952,femhundrede og seksogtyve; nihundrede og seksogfyrre,1
26953,nihundrede og enogfyrre; sekshundrede og syvoghalvfems,0
26954,femhundrede og halvfjerds; femhundrede og fireoghalvfems,1
26955,tohundrede og femoghalvfjerds; nioghalvfems,0
26956,trehundrede og treogfirs; seksogtyve,0
26957,sekshundrede og atten; ethundrede og tre,0
26958,firehundrede og fireogtreds; sekshundrede og atten,1
26959,seksogfirs; trehundrede og femoghalvfjerds,1
26960,nihundrede og tredive; ottehundrede og tredive,0
26961,syvhundrede og femogfyrre; femhundrede og toogtreds,0
26962,otteoghalvtreds; tohundrede og toogtredive,1
26963,ottehundrede og niogtreds; firehundrede og fyrre,0
26964,firehundrede og otteogtredive; syvhundrede og seksogtredive,1
26965,tohundrede og femogtreds; ethundrede og femoghalvfems,0
26966,nihundrede og seks; firehundrede og femoghalvfjerds,0
26967,firehundrede og ni; trehundrede og halvfjerds,0
26968,ottehundrede og niogtreds; tohundrede og syvoghalvtreds,0
26969,femhundrede og seksten; firehundrede og enoghalvfems,0
26970,firehundrede og enogtreds; syvhundrede og tyve,1
26971,seksogtreds; tohundrede og seksten,1
26972,nihundrede og fem; firehundrede og syvoghalvfems,0
26973,femhundrede og tolv; firehundrede og fireoghalvtreds,0
26974,syvogfirs; tohundrede og atten,1
26975,femhundrede og enogfyrre; syvhundrede og otte,1
26976,ethundrede og treoghalvtreds; femhundrede og niogtyve,1
26977,sekshundrede og seksoghalvfems; ottehundrede og enoghalvfjerds,1
26978,ethundrede og nioghalvfems; ottehundrede og halvtreds,1
26979,syvhundrede og tre; nihundrede og femogtyve,1
26980,enogtredive; nihundrede og treogtyve,1
26981,firehundrede og elleve; firehundrede og otteoghalvtreds,1
26982,nihundrede og syvogtredive; femhundrede og femoghalvfjerds,0
26983,tohundrede og tre; firehundrede og elleve,1
26984,tohundrede og halvfjerds; trehundrede og toogtreds,1
26985,tohundrede og syv; ethundrede og syvogfirs,0
26986,firehundrede og femogfirs; femhundrede og enogtyve,1
26987,tooghalvfjerds; firehundrede og enogtredive,1
26988,ethundrede og tooghalvfems; sekshundrede og enoghalvfems,1
26989,syvhundrede og sytten; femhundrede og ti,0
26990,ethundrede og femten; seksogfirs,0
26991,femhundrede og enoghalvfjerds; firehundrede og syvogfirs,0
26992,syvhundrede og treoghalvfems; tohundrede og enoghalvfjerds,0
26993,nihundrede og otteoghalvfems; syvhundrede og toogtreds,0
26994,halvfjerds; syvhundrede og fem,1
26995,femhundrede og ni; nihundrede og enogfirs,1
26996,syvhundrede og syvogtreds; femhundrede og syvoghalvfems,0
26997,syvhundrede og seksogfirs; trehundrede og treoghalvfjerds,0
26998,firehundrede og syvogfyrre; ethundrede og otteogtredive,0
26999,ethundrede og enogfyrre; nihundrede og enogfyrre,1
27000,trehundrede og seksoghalvfjerds; syvhundrede og fire,1
27001,ottehundrede og syvogfyrre; tohundrede og treogfyrre,0
27002,firehundrede og syvoghalvtreds; trehundrede og niogfirs,0
27003,nihundrede og syvogtreds; toogfirs,0
27004,tohundrede og seksoghalvfems; tohundrede og halvfems,0
27005,nihundrede og femoghalvfems; firehundrede og syvogfyrre,0
27006,halvfems; ethundrede og enogtreds,1
27007,firehundrede og tolv; tohundrede og otteoghalvfems,0
27008,ottehundrede og halvfems; firehundrede og otteoghalvtreds,0
27009,sekshundrede og fireogtreds; syvhundrede og halvfjerds,1
27010,otteoghalvtreds; tohundrede og syvogfyrre,1
27011,trehundrede og otteogtyve; syvhundrede og enogfirs,1
27012,syvhundrede og nioghalvfjerds; tohundrede og fireogtredive,0
27013,tohundrede og seksogtredive; sekshundrede og nioghalvfjerds,1
27014,tohundrede og otteogtreds; syvhundrede og firs,1
27015,trehundrede og syvogtreds; ottehundrede og syvogfirs,1
27016,trehundrede og otteoghalvfjerds; ottehundrede og atten,1
27017,femhundrede og enogtreds; femhundrede og syvoghalvtreds,0
27018,ethundrede og seksten; tohundrede og enoghalvfjerds,1
27019,femhundrede og tyve; toogtyve,0
27020,ottehundrede og enogfyrre; syvhundrede og fjorten,0
27021,tooghalvfjerds; femhundrede og nioghalvfems,1
27022,tohundrede og syvogfyrre; sekshundrede og toogtyve,1
27023,nihundrede og enogtreds; ethundrede og femogfyrre,0
27024,sekshundrede og fireoghalvtreds; femhundrede og treoghalvfems,0
27025,tohundrede og syvogtredive; syvhundrede og enogtyve,1
27026,sekshundrede og ti; firehundrede og syvoghalvtreds,0
27027,tohundrede og fireoghalvtreds; femhundrede og femogfirs,1
27028,otteoghalvtreds; tohundrede og otteogfyrre,1
27029,syvhundrede og otte; otteogtyve,0
27030,syvhundrede og syvogfirs; femoghalvfems,0
27031,ottehundrede og fireogfirs; nitten,0
27032,ottehundrede; syvhundrede og toogtreds,0
27033,niogfirs; firehundrede og enogtyve,1
27034,syvhundrede; femhundrede og seksoghalvtreds,0
27035,nihundrede og halvtreds; halvtreds,0
27036,sekshundrede og fireoghalvfems; nihundrede og femogtredive,1
27037,firehundrede og seksoghalvfems; trehundrede og enoghalvtreds,0
27038,trehundrede og syvogtreds; trehundrede og treogtreds,0
27039,ethundrede og toogtreds; trehundrede og niogtreds,1
27040,sekshundrede og seksoghalvfems; femhundrede og enogfirs,0
27041,nihundrede og toogfyrre; nihundrede og treds,1
27042,trehundrede og syvoghalvfems; ethundrede og otteogtredive,0
27043,femhundrede og niogtyve; firehundrede og tooghalvtreds,0
27044,femhundrede og nioghalvtreds; syvhundrede og treoghalvtreds,1
27045,sekshundrede og toogfirs; trehundrede og niogfirs,0
27046,ottehundrede og fireogfyrre; toogtreds,0
27047,femhundrede og femogfyrre; ottehundrede og elleve,1
27048,syvoghalvtreds; syvhundrede og syvoghalvfjerds,1
27049,sekshundrede og toogtredive; ottehundrede og enogtreds,1
27050,femogtreds; ottehundrede og fjorten,1
27051,femhundrede og fyrre; ethundrede og femogtyve,0
27052,firehundrede og femoghalvtreds; sekshundrede og syvogfirs,1
27053,tohundrede og enogtyve; sekshundrede og femogfyrre,1
27054,firehundrede og toogtredive; otteogtredive,0
27055,syvhundrede og femoghalvfems; trehundrede og femoghalvfjerds,0
27056,ottehundrede og fem; ottehundrede og syvoghalvfjerds,1
27057,femhundrede og enogtreds; syvhundrede og femoghalvfjerds,1
27058,femhundrede og niogtreds; ethundrede og syvogtreds,0
27059,trehundrede og femten; seksogfirs,0
27060,syvhundrede og toogfirs; tohundrede og fireogfyrre,0
27061,femhundrede og femoghalvfjerds; syvogtredive,0
27062,tohundrede og otteogfirs; ethundrede og treogtyve,0
27063,ethundrede og fireogfyrre; ethundrede og syvogfyrre,1
27064,femhundrede og enoghalvfjerds; syvhundrede og toogtyve,1
27065,trehundrede og elleve; femhundrede og tredive,1
27066,tohundrede og seksten; ethundrede og treoghalvfems,0
27067,nihundrede og halvfems; ethundrede og femogtreds,0
27068,sekshundrede og seksogtredive; ottehundrede og fireogfyrre,1
27069,sekshundrede og syvoghalvtreds; firehundrede og treds,0
27070,syvhundrede og atten; syvhundrede og tredive,1
27071,trehundrede og enogtredive; syvhundrede og seksten,1
27072,nihundrede og femoghalvfems; femhundrede og fyrre,0
27073,femhundrede og fireogfirs; ethundrede og enogtreds,0
27074,tohundrede og enogtyve; tohundrede og toogtyve,1
27075,syv; sekshundrede og seksogtredive,1
27076,syvhundrede og fireogtredive; trehundrede og treoghalvtreds,0
27077,seksogtreds; firehundrede og femogfirs,1
27078,firehundrede og toogfyrre; ottehundrede og nioghalvfems,1
27079,femoghalvtreds; sekshundrede og fireoghalvtreds,1
27080,ottehundrede og treoghalvfjerds; sekshundrede og tooghalvfjerds,0
27081,syvhundrede og femoghalvtreds; femhundrede og otte,0
27082,ottehundrede og enogfirs; sekshundrede og enogfyrre,0
27083,ethundrede og halvfems; firehundrede og seksogtyve,1
27084,sekshundrede og fyrre; firehundrede og ni,0
27085,ethundrede og tyve; firehundrede og tolv,1
27086,ottehundrede og niogfirs; nihundrede og seks,1
27087,ottehundrede og nioghalvtreds; ethundrede og atten,0
27088,syvhundrede og tooghalvfems; ottehundrede og tooghalvfjerds,1
27089,tohundrede og tretten; ethundrede og syvogfyrre,0
27090,trehundrede og sytten; firehundrede og tolv,1
27091,tohundrede og ti; syvhundrede og syvogfyrre,1
27092,femhundrede og femogtredive; treoghalvfems,0
27093,nihundrede og fireoghalvtreds; sekshundrede og sytten,0
27094,trehundrede og treogtyve; tohundrede og seks,0
27095,tohundrede og otteoghalvfjerds; sekshundrede og niogtredive,1
27096,sekshundrede og sytten; firehundrede og otteogtreds,0
27097,ottehundrede og toogtyve; syvhundrede og femoghalvfems,0
27098,nihundrede og otteogtreds; ottehundrede,0
27099,trehundrede og seksoghalvtreds; femhundrede og tyve,1
27100,femhundrede og seksogtredive; syvhundrede og seks,1
27101,sekshundrede og atten; ottehundrede og toogfyrre,1
27102,ethundrede og nioghalvfems; syvogfirs,0
27103,firehundrede og tredive; syvhundrede og tre,1
27104,firehundrede og fire; sekshundrede og treoghalvfems,1
27105,ethundrede og fjorten; femhundrede og syvogfyrre,1
27106,femhundrede og enoghalvfems; trehundrede og treogtredive,0
27107,enoghalvfjerds; ethundrede og tretten,1
27108,sekshundrede og tretten; tohundrede og tredive,0
27109,sekshundrede og tre; tohundrede og syvogfyrre,0
27110,femhundrede og enogfyrre; tohundrede og seksogtreds,0
27111,syvhundrede og enoghalvtreds; ethundrede og fireogtyve,0
27112,ottehundrede; ottehundrede og tooghalvfems,1
27113,ethundrede og syvoghalvfjerds; ottehundrede og niogtyve,1
27114,ethundrede og niogtyve; sekshundrede og et,1
27115,ottehundrede og otte; trehundrede og tooghalvfems,0
27116,sekshundrede og fem; femhundrede og niogfyrre,0
27117,ethundrede og treogtreds; femhundrede og treoghalvfjerds,1
27118,femhundrede og ti; ethundrede og fyrre,0
27119,sekshundrede og enogtredive; syvhundrede,1
27120,tohundrede og tyve; tohundrede og enogtreds,1
27121,trehundrede og niogtredive; sekshundrede og femoghalvtreds,1
27122,nihundrede og treoghalvfems; tohundrede og enogtredive,0
27123,trehundrede og femten; ethundrede og ti,0
27124,trehundrede og syvogtreds; ethundrede og syvoghalvtreds,0
27125,nihundrede og femogtredive; sekshundrede og syvogfirs,0
27126,firehundrede og fire; syvhundrede og fjorten,1
27127,femhundrede og sytten; tohundrede og treoghalvtreds,0
27128,femhundrede og treoghalvfjerds; ethundrede og fireogtyve,0
27129,femhundrede og toogtreds; ottehundrede og femoghalvfjerds,1
27130,sekshundrede og seksogfyrre; sekshundrede og fireogtreds,1
27131,toogfirs; sekshundrede og seksoghalvtreds,1
27132,sekshundrede og femogfirs; nihundrede og toogtredive,1
27133,ethundrede og otteoghalvfems; ottehundrede og femogtreds,1
27134,tre; trehundrede og tyve,1
