,sents,labels
0,firs; femhundrede og nioghalvfems,1
18371,trehundrede og femogfirs; sekshundrede og treoghalvtreds,1
18372,tyve; tohundrede og seksoghalvfjerds,1
18373,syvhundrede og seksogtyve; tohundrede og sytten,0
18374,sekshundrede og tre; tohundrede og enoghalvfjerds,0
18375,ottehundrede og femogtyve; tohundrede og treogtredive,0
18376,ethundrede og enogfyrre; enogtreds,0
18377,ethundrede og treogtredive; trehundrede og femoghalvfjerds,1
18378,firehundrede og ti; femhundrede og seksoghalvfjerds,1
18379,trehundrede og sytten; seksogtyve,0
18380,femhundrede og femoghalvfjerds; otteogtredive,0
18381,ottehundrede og syvogtredive; femhundrede og seksogfyrre,0
18382,nitten; trehundrede og fireoghalvfems,1
18383,ethundrede og otteogtredive; sekshundrede og syvoghalvtreds,1
18384,ethundrede og femogtyve; tohundrede og tooghalvtreds,1
18385,firehundrede og fireoghalvfjerds; ottehundrede og tooghalvfems,1
18386,trehundrede og toogtredive; femhundrede og enoghalvfjerds,1
18387,sekshundrede og fireoghalvtreds; nihundrede og treoghalvfjerds,1
18388,ethundrede og femten; nihundrede og treoghalvtreds,1
18389,sekshundrede og nioghalvtreds; firehundrede og toogfyrre,0
18390,firehundrede; nihundrede og femoghalvtreds,1
18391,ethundrede og syvoghalvtreds; syvhundrede og syvoghalvfjerds,1
18392,otteogtreds; tretten,0
18393,firehundrede og seks; tohundrede og fireogtreds,0
18394,nihundrede og to; ottehundrede og syvoghalvfjerds,0
18395,syvhundrede og enoghalvtreds; trehundrede og niogtreds,0
18396,trehundrede og seksogtredive; femhundrede og femogfyrre,1
18397,trehundrede og toogtreds; ethundrede og toogfyrre,0
18398,nihundrede og femogtredive; trehundrede og syvogfirs,0
18399,trehundrede og enogtyve; firehundrede og fireogfyrre,1
18400,ottehundrede og femogfirs; syvhundrede og halvtreds,0
18401,ethundrede og tretten; otteoghalvfjerds,0
18402,femhundrede og syvoghalvtreds; femhundrede og seksogtyve,0
18403,sekshundrede og seksogtreds; femhundrede og syvogtredive,0
18404,femhundrede og syvogtreds; femoghalvtreds,0
18405,tohundrede og seksogtyve; nihundrede og ni,1
18406,tohundrede og seksoghalvtreds; sekshundrede og ti,1
18407,nihundrede og otteogfyrre; ottehundrede og nitten,0
18408,ethundrede og tre; tohundrede og otteogfyrre,1
18409,trehundrede og fyrre; treoghalvtreds,0
18410,syvhundrede og syvoghalvtreds; ethundrede og femogtyve,0
18411,niogfirs; trehundrede og halvfems,1
18412,sekshundrede og fireoghalvfjerds; tohundrede og syvoghalvfems,0
18413,nihundrede og femten; trehundrede og firs,0
18414,ethundrede og otteogfyrre; syvhundrede og syvogtyve,1
18415,firehundrede og seksogtredive; tohundrede og syvogtyve,0
18416,sekshundrede og treogfirs; sekshundrede og tooghalvtreds,0
18417,ethundrede og treogfyrre; syvhundrede og femten,1
18418,nihundrede og femogfirs; femhundrede og syvogfyrre,0
18419,femhundrede og otteoghalvtreds; trehundrede og seksoghalvtreds,0
18420,nihundrede og syvogfyrre; femhundrede og seksogfyrre,0
18421,tooghalvtreds; sekshundrede og halvfjerds,1
18422,tohundrede og niogfyrre; ottehundrede og niogfirs,1
18423,tohundrede og seks; syvhundrede og enogtyve,1
18424,firehundrede og toogtredive; firehundrede og tooghalvfjerds,1
18425,femogtredive; trehundrede og toogtyve,1
18426,nihundrede og tooghalvfems; ethundrede og ni,0
18427,nihundrede og sytten; femhundrede og enogtreds,0
18428,nihundrede og treogfirs; toogtredive,0
18429,ottehundrede og niogfyrre; trehundrede og niogtreds,0
18430,sekshundrede og treogtreds; trehundrede og toogtreds,0
18431,syvhundrede og tyve; trehundrede og treds,0
18432,sekshundrede og fireogfyrre; sekshundrede og femten,0
18433,ethundrede og treogtyve; firehundrede og otteogtredive,1
18434,firehundrede og femogfirs; sekshundrede og ni,1
18435,firehundrede og femten; ettusind,1
18436,sekshundrede og femoghalvfems; ottehundrede og sytten,1
18437,femhundrede og halvfems; firehundrede og nitten,0
18438,femogtyve; ethundrede og seksogtyve,1
18439,femhundrede og seksogtyve; ethundrede og seksogtreds,0
18440,femhundrede og tooghalvtreds; ethundrede og syvogtreds,0
18441,sekshundrede og halvfems; sekshundrede og treogtyve,0
18442,femhundrede og femoghalvfjerds; nihundrede og fireogtredive,1
18443,ottehundrede og otteogtreds; femhundrede og otteoghalvfems,0
18444,syvhundrede og seksten; trehundrede og syvoghalvtreds,0
18445,nihundrede og fem; nihundrede og toogtyve,1
18446,ottehundrede og niogfirs; ethundrede og treogtreds,0
18447,nihundrede og treogtyve; nihundrede og fyrre,1
18448,ethundrede og nioghalvfjerds; ethundrede og otteogfyrre,0
18449,otteogtyve; ethundrede og seksogtredive,1
18450,femhundrede og femogfyrre; ottehundrede og syvoghalvfems,1
18451,trehundrede og toogfyrre; syvhundrede og ni,1
18452,firehundrede og syvogfirs; fyrre,0
18453,syvhundrede og fireoghalvfjerds; firehundrede og toogfirs,0
18454,ethundrede og seksogtreds; ethundrede og tooghalvfems,1
18455,syvhundrede og nioghalvfems; trehundrede og femoghalvfems,0
18456,femhundrede og syvogfirs; tohundrede og femogtredive,0
18457,ottehundrede og halvtreds; firehundrede og fireoghalvfjerds,0
18458,nihundrede og tretten; nihundrede og syvoghalvfems,1
18459,syvhundrede og toogtredive; otteoghalvtreds,0
18460,to; nihundrede og seksogfyrre,1
18461,ethundrede og syv; syvhundrede og syvogtyve,1
18462,syvhundrede og treoghalvtreds; sekshundrede og niogfyrre,0
18463,trehundrede og fjorten; firehundrede og treoghalvtreds,1
18464,sekshundrede og otteogtredive; femhundrede og syvogtyve,0
18465,nihundrede og fireoghalvtreds; trehundrede og halvtreds,0
18466,ottehundrede og nioghalvfjerds; seksoghalvfems,0
18467,femhundrede og niogtyve; syvhundrede og syvogtyve,1
18468,sekshundrede og tredive; nitten,0
18469,nihundrede og fireogfyrre; femhundrede og femoghalvfems,0
18470,ottehundrede og atten; sekshundrede og treoghalvtreds,0
18471,firehundrede og seksoghalvtreds; ottehundrede og seksogtreds,1
18472,nihundrede og toogtreds; fireogtreds,0
18473,treds; ottehundrede og seksoghalvfems,1
18474,ethundrede og femogfirs; nihundrede og femoghalvtreds,1
18475,tohundrede og syvogfyrre; tohundrede og femoghalvfjerds,1
18476,tohundrede og femogfirs; tohundrede og femoghalvtreds,0
18477,tohundrede og otteoghalvfjerds; sekshundrede og fireogfyrre,1
18478,femhundrede og ni; trehundrede og tretten,0
18479,sekshundrede og femoghalvfems; toogfyrre,0
18480,ottehundrede og tretten; sekshundrede og seksoghalvfems,0
18481,ottehundrede og syvoghalvtreds; otteogtyve,0
18482,syvhundrede og syvogtreds; ethundrede og tyve,0
18483,femhundrede og otteogfirs; tohundrede og enoghalvfems,0
18484,ottehundrede og femten; trehundrede og enoghalvfems,0
18485,ethundrede og treogtredive; nihundrede og to,1
18486,firehundrede og halvtreds; trehundrede og tretten,0
18487,nihundrede og toogfyrre; firehundrede og enogfirs,0
18488,nihundrede og syvogtyve; syvhundrede og seksten,0
18489,sekshundrede og fyrre; ottehundrede og et,1
18490,femogtyve; sekshundrede og treogtredive,1
18491,ottehundrede og nioghalvfems; femhundrede og otteoghalvfems,0
18492,firehundrede og fireoghalvtreds; syvhundrede og enoghalvtreds,1
18493,ottehundrede og otteoghalvtreds; nihundrede og toogtredive,1
18494,tohundrede og toogfirs; nihundrede og fireogtyve,1
18495,tohundrede og fireogfyrre; syvhundrede og enogfyrre,1
18496,trehundrede og treogfirs; sekshundrede og femoghalvtreds,1
18497,nihundrede og tooghalvfems; trehundrede og treogfyrre,0
18498,seksogtyve; fire,0
18499,ottehundrede og tre; sekshundrede og enogtreds,0
18500,ottehundrede og nioghalvfjerds; tohundrede,0
18501,syvhundrede og enogtreds; tohundrede og seksten,0
18502,syvhundrede og syvogtredive; sekshundrede og nioghalvfems,0
18503,sekshundrede og toogfyrre; ethundrede og enoghalvfjerds,0
18504,ethundrede og fireogfirs; ethundrede og femoghalvtreds,0
18505,femhundrede og enoghalvtreds; ethundrede og femoghalvfems,0
18506,syvogtreds; syvhundrede og enogfirs,1
18507,toogfyrre; ethundrede og treoghalvfems,1
18508,ethundrede og seksogtredive; tre,0
18509,tohundrede og treoghalvfjerds; ethundrede og enogtyve,0
18510,firehundrede og fireoghalvfjerds; nihundrede og enogtredive,1
18511,nihundrede og treogtredive; nihundrede og niogfyrre,1
18512,femhundrede og seksogtreds; femhundrede og otteogfyrre,0
18513,firehundrede og syvogtreds; nihundrede og treds,1
18514,femhundrede og niogtreds; seksogfirs,0
18515,syvhundrede og halvfems; firehundrede og tre,0
18516,firehundrede og tretten; ethundrede og enoghalvfems,0
18517,syvhundrede og niogfirs; syvhundrede og firs,0
18518,trehundrede og otteogtyve; trehundrede og otteogfirs,1
18519,syvhundrede og tooghalvfems; ottehundrede og tooghalvfjerds,1
18520,trehundrede og syvogfirs; treoghalvfems,0
18521,ethundrede og seksogfirs; ethundrede og ni,0
18522,trehundrede og tre; femhundrede og niogfirs,1
18523,ethundrede og halvfjerds; femhundrede og tooghalvfjerds,1
18524,trehundrede og syvogtyve; firehundrede og femogtreds,1
18525,trehundrede og fireogtyve; ottehundrede og syv,1
18526,syvhundrede og treogfyrre; ottehundrede og halvfjerds,1
18527,ethundrede og ni; firehundrede og treogtredive,1
18528,firehundrede og fireoghalvtreds; trehundrede og otteoghalvfems,0
18529,tohundrede og seksogtyve; sekshundrede og seks,1
18530,ottehundrede og enogfyrre; sekshundrede og syvogtredive,0
18531,trehundrede og femoghalvfems; ethundrede og niogtreds,0
18532,tohundrede og treogtreds; toogtredive,0
18533,ethundrede og enogtredive; sekshundrede og otteogtreds,1
18534,nihundrede og tolv; tohundrede og treogtreds,0
18535,tohundrede og halvfems; syvhundrede og to,1
18536,nihundrede og femogtyve; trehundrede og otteogtreds,0
18537,syvogtyve; syvhundrede og treogtredive,1
18538,femhundrede og enoghalvfems; tohundrede og seksoghalvfems,0
18539,tohundrede og fireoghalvtreds; tohundrede og niogtyve,0
18540,sekshundrede og femogtreds; ottehundrede og enoghalvfjerds,1
18541,femhundrede og seksogfyrre; ottehundrede og tooghalvfjerds,1
18542,tohundrede og nitten; trehundrede og treogtyve,1
18543,sekshundrede og otteoghalvfems; ottehundrede og treoghalvfjerds,1
18544,trehundrede og toogtreds; syvhundrede og seksogfirs,1
18545,tohundrede og seksten; firehundrede og femten,1
18546,tohundrede og syvogfirs; ethundrede og tooghalvtreds,0
18547,nihundrede og enogfyrre; nihundrede og tooghalvfjerds,1
18548,trehundrede og femogfirs; femhundrede og treoghalvtreds,1
18549,femhundrede og fireogtyve; firehundrede og otteogtyve,0
18550,syvhundrede og enogtyve; ottehundrede og otteogtreds,1
18551,sekshundrede og nitten; enogfyrre,0
18552,syvhundrede og tooghalvfems; ethundrede og seks,0
18553,sekshundrede og tretten; syvhundrede og syvogfirs,1
18554,sekshundrede og tooghalvfems; trehundrede og toogtredive,0
18555,femhundrede og fem; syvhundrede og seksoghalvfjerds,1
18556,syvhundrede og fjorten; toogtredive,0
18557,femhundrede og otteogfyrre; nihundrede og firs,1
18558,sekshundrede og otte; trehundrede og fireoghalvtreds,0
18559,tohundrede og fireoghalvfjerds; trehundrede og treoghalvfems,1
18560,tohundrede og enogtreds; ottehundrede og niogtreds,1
18561,femhundrede og femogtreds; femhundrede og seksogfirs,1
18562,sekshundrede og seksoghalvfjerds; ni,0
18563,firehundrede og tolv; ti,0
18564,femhundrede og seksogtyve; firehundrede og nioghalvtreds,0
18565,femhundrede og femoghalvfjerds; trehundrede og niogtyve,0
18566,femhundrede og fyrre; syvhundrede og enoghalvfjerds,1
18567,nihundrede og seksoghalvfjerds; nihundrede og ni,0
18568,ottehundrede og fire; trehundrede og tooghalvtreds,0
18569,femhundrede og sytten; ethundrede og fjorten,0
18570,sekshundrede og toogtredive; firehundrede og femogfyrre,0
18571,otteogfirs; syvhundrede og et,1
18572,trehundrede og niogfirs; tohundrede og femogtredive,0
18573,ottehundrede og sytten; ottehundrede og niogfirs,1
18574,ethundrede og seksogtyve; nihundrede og elleve,1
18575,ottehundrede og nitten; syvhundrede og enogfyrre,0
18576,ni; tohundrede og toogtredive,1
18577,firehundrede og treogtyve; sekshundrede og to,1
18578,femhundrede og fire; sekshundrede og seks,1
18579,nihundrede og treoghalvfjerds; ethundrede og treoghalvfems,0
18580,tohundrede og enogtreds; tohundrede og syvogfyrre,0
18581,syvhundrede og sytten; femhundrede og syvogfyrre,0
18582,syvhundrede og syvogtyve; ottehundrede og tretten,1
18583,nihundrede og et; femhundrede og tretten,0
18584,ethundrede og syvoghalvtreds; sekshundrede og tyve,1
18585,fireoghalvtreds; ethundrede og femoghalvfjerds,1
18586,nihundrede og tre; sekshundrede og treogfyrre,0
18587,trehundrede og enogtyve; nihundrede og toogtreds,1
18588,trehundrede og otteogtredive; enogtyve,0
18589,firehundrede og nioghalvfjerds; ethundrede og treogtyve,0
18590,nihundrede og fireogfirs; tohundrede og femoghalvfjerds,0
18591,femhundrede og toogtredive; syvogfyrre,0
18592,femhundrede og tyve; sekshundrede og seksoghalvtreds,1
18593,femhundrede og seksogfyrre; tohundrede og femogtyve,0
18594,firehundrede og elleve; ottehundrede og femogtyve,1
18595,ethundrede og treogtredive; ethundrede og fireogtyve,0
18596,sytten; firehundrede og fireoghalvfjerds,1
18597,firehundrede og otteoghalvfjerds; firehundrede og seksoghalvfjerds,0
18598,ethundrede og otteoghalvfems; ethundrede og otte,0
18599,trehundrede og fireogtredive; trehundrede og niogtyve,0
18600,sekshundrede og otteoghalvfems; fireoghalvfjerds,0
18601,tohundrede og syvogtyve; nihundrede og fireogtredive,1
18602,syvhundrede og syvoghalvtreds; tohundrede og treoghalvfjerds,0
18603,femhundrede og nioghalvfjerds; trehundrede og otteoghalvtreds,0
18604,sekshundrede og fjorten; trehundrede og fireoghalvtreds,0
18605,ottehundrede og niogtyve; femhundrede og fireogtreds,0
18606,ottehundrede og femten; nihundrede og seksoghalvfjerds,1
18607,nihundrede og toogtredive; firehundrede og niogtredive,0
18608,ethundrede og fjorten; ottehundrede og fireogtreds,1
18609,ethundrede og treoghalvfjerds; ethundrede og niogtredive,0
18610,tohundrede og syvogfirs; trehundrede og otte,1
18611,nihundrede og sytten; trehundrede og fireoghalvfems,0
18612,firehundrede og fireogtredive; nihundrede og tolv,1
18613,femoghalvfjerds; ottehundrede og fem,1
18614,firehundrede og toogtyve; ethundrede og niogtredive,0
18615,sekshundrede og tolv; nihundrede og syvogfirs,1
18616,ottehundrede og niogfirs; ethundrede og tolv,0
18617,firehundrede og nioghalvtreds; femhundrede og treoghalvfems,1
18618,trehundrede og otteoghalvtreds; ottehundrede og seksogtreds,1
18619,tohundrede og treogtyve; treogtyve,0
18620,sekshundrede og enogtreds; femhundrede og treoghalvfems,0
18621,nihundrede og fireogtredive; tooghalvfjerds,0
18622,femhundrede og fireogtredive; trehundrede og fireogfyrre,0
18623,tohundrede og seksogtredive; femhundrede og fireogfyrre,1
18624,firehundrede og seksogfyrre; femhundrede og toogfyrre,1
18625,ethundrede og syvoghalvfjerds; ethundrede og treogfyrre,0
18626,firehundrede og fireogtreds; syvhundrede og enogfirs,1
18627,ottehundrede og treoghalvfjerds; niogfirs,0
18628,nihundrede og nitten; syvhundrede og femoghalvfjerds,0
18629,firehundrede og seksogfyrre; tohundrede og seksoghalvfems,0
18630,syvhundrede og niogtyve; ettusind,1
18631,nihundrede og toogtreds; trehundrede og atten,0
18632,sekshundrede og seksogtreds; syvhundrede og fyrre,1
18633,sekshundrede og fireogfirs; tyve,0
18634,firehundrede og enoghalvfjerds; firehundrede og halvfjerds,0
18635,femhundrede og niogfyrre; sytten,0
18636,tohundrede og tyve; treogtreds,0
18637,femhundrede og femogfyrre; niogfirs,0
18638,tohundrede og to; femhundrede,1
18639,firehundrede og fireogtredive; ethundrede og otteoghalvtreds,0
18640,tohundrede og ti; to,0
18641,trehundrede og seksogtyve; ottehundrede og tooghalvfjerds,1
18642,ethundrede og nitten; ethundrede og halvfjerds,1
18643,sekshundrede og tredive; sekshundrede og nioghalvfems,1
18644,syvhundrede og halvtreds; ottehundrede og tooghalvtreds,1
18645,atten; tohundrede og ni,1
18646,ethundrede og treds; syvhundrede og syvoghalvfems,1
18647,femhundrede og enoghalvfems; ottehundrede og treoghalvfems,1
18648,ethundrede og seksoghalvtreds; tohundrede og toogfirs,1
18649,firehundrede og tretten; firehundrede og otteoghalvfjerds,1
18650,nihundrede og enogfyrre; trehundrede og fireogtyve,0
18651,sekshundrede og otteogtredive; trehundrede og treoghalvfems,0
18652,sekshundrede og enogfyrre; ottehundrede og enogfirs,1
18653,nihundrede og enoghalvfjerds; nihundrede og niogtredive,0
18654,ottehundrede og femogtyve; nihundrede og tooghalvfjerds,1
18655,ottehundrede og syvogtreds; syvhundrede og ti,0
18656,trehundrede og femogtredive; treds,0
18657,toogtyve; tooghalvtreds,1
18658,firehundrede og fyrre; ethundrede og otteogtreds,0
18659,firehundrede og treogfirs; fireogtyve,0
18660,trehundrede og seksogtreds; firehundrede og fireogfyrre,1
18661,sekshundrede og treoghalvfjerds; ottehundrede og enoghalvfjerds,1
18662,ottehundrede og treogtreds; sekshundrede og treds,0
18663,syvhundrede og elleve; tohundrede og seksogfyrre,0
18664,firehundrede og seksoghalvfjerds; trehundrede og ti,0
18665,ethundrede og femogtredive; femhundrede og niogtredive,1
18666,fireogfirs; treds,0
18667,firehundrede og nioghalvfjerds; ottehundrede og toogfyrre,1
18668,femhundrede og halvfems; syvhundrede og fyrre,1
18669,nihundrede og fireogfirs; syvhundrede og treoghalvfjerds,0
18670,sekshundrede og seksoghalvtreds; tohundrede og fireoghalvfems,0
18671,tohundrede og treogtreds; ethundrede og treoghalvtreds,0
18672,ottehundrede og seksogtredive; ethundrede og fireogtredive,0
18673,syvhundrede og enogfyrre; femogtredive,0
18674,trehundrede og fyrre; tre,0
18675,otteogfyrre; sekshundrede og seksogfirs,1
18676,nihundrede og fjorten; nihundrede og otteogtredive,1
18677,ethundrede og fireoghalvtreds; syvhundrede og femogtreds,1
18678,trehundrede og seksogtreds; ethundrede og nioghalvtreds,0
18679,firehundrede og enogtyve; firehundrede og fireoghalvfjerds,1
18680,trehundrede og enogtreds; firehundrede og seksogfyrre,1
18681,firehundrede og femogtyve; femhundrede,1
18682,ethundrede og seksoghalvfjerds; nihundrede og enogfirs,1
18683,tohundrede og enogtyve; firehundrede og nioghalvfems,1
18684,syvhundrede og nitten; ethundrede og treogfyrre,0
18685,femhundrede og otteogtredive; ottehundrede og tooghalvfems,1
18686,firehundrede og enogfyrre; ottehundrede og treogtyve,1
18687,nihundrede og femoghalvtreds; ethundrede og halvfems,0
18688,tohundrede og niogtyve; ottehundrede og treogtreds,1
18689,nihundrede og treoghalvfems; halvfems,0
18690,trehundrede og otteogtyve; ottehundrede og femoghalvtreds,1
18691,ethundrede og elleve; syvhundrede og enogtredive,1
18692,firehundrede og seksogfyrre; syvoghalvtreds,0
18693,tohundrede og seksoghalvfjerds; ethundrede og treds,0
18694,nihundrede og syvogtyve; syvhundrede og enoghalvfjerds,0
18695,femhundrede og treoghalvfjerds; tohundrede og femoghalvfems,0
18696,syvhundrede og seksogfirs; syvhundrede og seksoghalvtreds,0
18697,trehundrede og seksogtreds; femhundrede og fjorten,1
18698,seksten; tohundrede og tooghalvfems,1
18699,ethundrede og fire; syvhundrede og enogfyrre,1
18700,syvhundrede og treogtredive; tohundrede og syv,0
18701,tohundrede og otteogfyrre; ethundrede og seksogfirs,0
18702,sekshundrede og tooghalvtreds; femhundrede og seksogtreds,0
18703,trehundrede og niogtyve; syvhundrede og syvogtredive,1
18704,sekshundrede og otteogtyve; ottehundrede og treds,1
18705,nihundrede og otteogfyrre; trehundrede og halvtreds,0
18706,ethundrede og femogtreds; tohundrede og niogfirs,1
18707,ethundrede og seksten; syvhundrede og halvtreds,1
18708,trehundrede og femoghalvfems; syvhundrede og treogtredive,1
18709,nihundrede og toogtredive; trehundrede og enogtredive,0
18710,firehundrede og fireoghalvfjerds; tohundrede og syvoghalvfjerds,0
18711,ethundrede og seksten; niogfirs,0
18712,ethundrede og atten; trehundrede og treogtyve,1
18713,seksogtredive; nihundrede og sytten,1
18714,sekshundrede og femten; femhundrede og otteogtreds,0
18715,nihundrede og fireogtreds; sekshundrede og toogtyve,0
18716,syvhundrede og seksogfirs; toogtredive,0
18717,ottehundrede og fireogtreds; syvhundrede og otteogtredive,0
18718,ethundrede og enogfyrre; ethundrede og otteoghalvfjerds,1
18719,syvhundrede og tre; tolv,0
18720,nihundrede og et; ottehundrede og treogfyrre,0
18721,tohundrede og syvoghalvtreds; sekshundrede og femoghalvfems,1
18722,nihundrede og treogtreds; trehundrede og fireoghalvfems,0
18723,femhundrede og treogtredive; femhundrede og niogtredive,1
18724,trehundrede og fjorten; ethundrede og enoghalvfjerds,0
18725,atten; sekshundrede og fireoghalvtreds,1
18726,trehundrede og seksogtyve; nihundrede og niogfirs,1
18727,femhundrede og syvogfyrre; sytten,0
18728,ottehundrede og fireoghalvfems; syvhundrede og toogfyrre,0
18729,syvhundrede og nioghalvtreds; trehundrede og seks,0
18730,ottehundrede og tyve; trehundrede og sytten,0
18731,nihundrede og elleve; trehundrede og fireoghalvfems,0
18732,ottehundrede og nioghalvfems; tohundrede og seksogfyrre,0
18733,seksogtredive; firehundrede og halvfjerds,1
18734,tohundrede og fjorten; ethundrede og fireogfirs,0
18735,sekshundrede og enogtredive; ethundrede og femoghalvfjerds,0
18736,tohundrede og fireogfyrre; ethundrede og treds,0
18737,ottehundrede og syvogtreds; tohundrede og atten,0
18738,tohundrede og enoghalvfems; syvhundrede og femogtredive,1
18739,nihundrede og seksoghalvfems; femhundrede og otteogtyve,0
18740,femhundrede og seksten; trehundrede og seksogtreds,0
18741,firehundrede og nioghalvtreds; ethundrede og treogtyve,0
18742,tohundrede og seksoghalvfems; firehundrede og syvoghalvfjerds,1
18743,firehundrede og seksoghalvtreds; femhundrede og nioghalvtreds,1
18744,firehundrede og ti; ottehundrede og treoghalvfjerds,1
18745,trehundrede og et; firehundrede og enogtredive,1
18746,tohundrede og otteoghalvfjerds; ottehundrede og femoghalvfjerds,1
18747,ottehundrede og seks; ethundrede og femogtreds,0
18748,seksogfyrre; ottehundrede og fireogtyve,1
18749,ottehundrede og seksogtredive; sekshundrede og toogfyrre,0
18750,trehundrede og fireoghalvfjerds; fyrre,0
18751,trehundrede og femogtreds; ottehundrede og seksoghalvfems,1
18752,nihundrede og femogfirs; femhundrede og sytten,0
18753,ethundrede og otteoghalvfems; ottehundrede og to,1
18754,niogfyrre; nihundrede og otteogfyrre,1
18755,firehundrede og firs; trehundrede og niogtreds,0
18756,sekshundrede og nioghalvfjerds; ethundrede og treds,0
18757,firehundrede og enogfyrre; femhundrede og tretten,1
18758,niogfyrre; ottehundrede og tooghalvtreds,1
18759,firehundrede og enogfirs; firehundrede og otteogtyve,0
18760,firehundrede og enogtyve; ottehundrede og fjorten,1
18761,syvhundrede og femoghalvtreds; ethundrede og otteogtreds,0
18762,trehundrede og enoghalvfems; ottehundrede og treogtyve,1
18763,nihundrede og tooghalvtreds; sekshundrede og atten,0
18764,femhundrede og otteogtyve; trehundrede og syvogfyrre,0
18765,syvhundrede og seksten; syvhundrede og treogtyve,1
18766,sekshundrede og enoghalvfems; firehundrede og fireoghalvfjerds,0
18767,ethundrede og halvtreds; femhundrede og seksogtreds,1
18768,trehundrede og treoghalvfems; ethundrede og fireogtredive,0
18769,syvhundrede og enoghalvtreds; syvhundrede og treogtyve,0
18770,sekshundrede og seksten; syvhundrede og elleve,1
18771,femhundrede og nioghalvfjerds; trehundrede og syvoghalvtreds,0
18772,enogtreds; firehundrede og toogfyrre,1
18773,ottehundrede og halvfjerds; sekshundrede og syvoghalvfems,0
18774,firehundrede og toogtreds; femhundrede og syvogfirs,1
18775,nihundrede; trehundrede og fem,0
18776,firehundrede og seksogtredive; nihundrede og fireogtreds,1
18777,syvhundrede og treogtyve; syvhundrede og otteoghalvfems,1
18778,ethundrede og treogtyve; ottehundrede og femogfyrre,1
18779,ottehundrede og fireoghalvfems; trehundrede og tooghalvfems,0
18780,tohundrede og femoghalvfjerds; firehundrede,1
18781,atten; ottehundrede og halvfjerds,1
18782,nihundrede og halvtreds; syvhundrede og tyve,0
18783,nitten; femhundrede og seksogtredive,1
18784,ottehundrede og treoghalvtreds; trehundrede og niogtreds,0
18785,syvhundrede og fireogtredive; tohundrede og niogtyve,0
18786,sekshundrede og tooghalvtreds; trehundrede og enogtreds,0
18787,tohundrede og seks; ottehundrede og femoghalvfems,1
18788,enogtreds; tohundrede og ti,1
18789,ethundrede og enogfyrre; tohundrede og femogfyrre,1
18790,syvhundrede og fireogfirs; sekshundrede og tyve,0
18791,ethundrede og seksogtyve; ethundrede og nioghalvtreds,1
18792,nihundrede og seksogtyve; trehundrede og tolv,0
18793,tohundrede og treogfirs; ethundrede og elleve,0
18794,nihundrede og femogtredive; sekshundrede og femten,0
18795,ottehundrede og seksoghalvfems; femhundrede og fem,0
18796,syvhundrede og treogtyve; sekshundrede og otteogfirs,0
18797,ethundrede og femogfyrre; ethundrede og tooghalvfjerds,1
18798,tyve; ottehundrede og niogfirs,1
18799,tohundrede og syv; syvhundrede og femogtredive,1
18800,trehundrede og halvfjerds; femogfirs,0
18801,ottehundrede og fireoghalvfjerds; fireogfyrre,0
18802,ethundrede og otteoghalvfems; firehundrede og femoghalvfems,1
18803,ottehundrede og elleve; trehundrede og fireogfirs,0
18804,firehundrede og enoghalvtreds; ottehundrede og femoghalvtreds,1
18805,tohundrede og enoghalvtreds; firehundrede og ni,1
18806,tohundrede og syvogtreds; syvhundrede og femogfyrre,1
18807,firehundrede og fireogtyve; femhundrede og firs,1
18808,ottehundrede og tolv; ottehundrede og toogfyrre,1
18809,sekshundrede og syvogfirs; sekshundrede og syvogtreds,0
18810,syvhundrede og treoghalvfems; firehundrede og tolv,0
18811,trehundrede og syvogtreds; tohundrede og tredive,0
18812,sekshundrede og seksogtyve; tredive,0
18813,nihundrede; sekshundrede og to,0
18814,femten; ethundrede og toogfyrre,1
18815,ethundrede; firehundrede og to,1
18816,otteogtyve; seksogtredive,1
18817,sekshundrede og ni; nihundrede og fjorten,1
18818,syvhundrede og niogfirs; syvhundrede og treogtyve,0
18819,ethundrede og toogfirs; femhundrede og seksogtyve,1
18820,firehundrede og tooghalvfems; femhundrede og sytten,1
18821,tohundrede og nioghalvfems; femhundrede og femogtreds,1
18822,nihundrede og femoghalvtreds; tohundrede og sytten,0
18823,femhundrede og treds; trehundrede og seksogfyrre,0
18824,ottehundrede og seksogfirs; firehundrede og fireoghalvtreds,0
18825,firehundrede og tooghalvfjerds; ethundrede og fireoghalvtreds,0
18826,sekshundrede og tretten; nioghalvtreds,0
18827,tohundrede og treogtredive; firehundrede og fyrre,1
18828,trehundrede og treoghalvfems; nihundrede og syvoghalvtreds,1
18829,ethundrede og femoghalvtreds; fireogfirs,0
18830,syvhundrede og fireoghalvfjerds; ottehundrede og treogtredive,1
18831,sekshundrede og nitten; trehundrede,0
18832,trehundrede og treogfyrre; syvhundrede og syvoghalvfjerds,1
18833,trehundrede og syvoghalvfems; syvhundrede og fireoghalvtreds,1
18834,femhundrede og femogtredive; femhundrede og seksogfirs,1
18835,ottehundrede og nioghalvfems; ethundrede og syvoghalvtreds,0
18836,femhundrede og toogtreds; firehundrede og otteogtredive,0
18837,femhundrede og femogfyrre; ethundrede og otteoghalvtreds,0
18838,syvhundrede og niogtredive; femhundrede og seksoghalvtreds,0
18839,ottehundrede og halvfems; nihundrede og niogtyve,1
18840,tohundrede og seksoghalvfjerds; firehundrede og toogtyve,1
