,nums,labels
0,trehundrede og otteoghalvfjerds; syvhundrede og treogtreds,1
29233,ethundrede og tooghalvfems; nihundrede og treoghalvfjerds,1
29234,nihundrede og ni; otteogtyve,0
29235,fjorten; ottehundrede og nitten,1
29236,ottehundrede og otte; firehundrede og enogfyrre,0
29237,fireogtyve; tohundrede og syv,1
29238,nihundrede og fjorten; ottehundrede og enoghalvfjerds,0
29239,sekshundrede og otteogtyve; firehundrede og ni,0
29240,ethundrede og seksten; syvhundrede og fireoghalvfems,1
29241,sekshundrede og fireogtreds; syvhundrede og seksogfyrre,1
29242,nihundrede og fireogtreds; syvhundrede og enogfirs,0
29243,nihundrede og et; firehundrede og toogfirs,0
29244,sekshundrede og tretten; trehundrede og treoghalvfems,0
29245,firehundrede og sytten; syvhundrede og treogtyve,1
29246,firehundrede og elleve; nihundrede og seksogfyrre,1
29247,trehundrede og femogtreds; syvhundrede og treogtredive,1
29248,ethundrede og syvoghalvfjerds; syvhundrede og enogtredive,1
29249,tohundrede og enoghalvtreds; ethundrede og tredive,0
29250,tohundrede og ni; ethundrede og treogtredive,0
29251,ottehundrede og elleve; tohundrede og seksogtyve,0
29252,syvhundrede og niogfirs; tohundrede og tretten,0
29253,femhundrede og syvogfirs; syvhundrede og nioghalvfems,1
29254,fireoghalvtreds; ottehundrede og halvfems,1
29255,ottehundrede og fem; sekshundrede og atten,0
29256,trehundrede og tolv; femhundrede og femoghalvfjerds,1
29257,nihundrede og enoghalvfjerds; tohundrede og niogfyrre,0
29258,firehundrede og treogfyrre; firehundrede og niogtyve,0
29259,ethundrede og nioghalvfems; firehundrede og otteogfyrre,1
29260,fireoghalvfems; tohundrede og syvogfirs,1
29261,trehundrede og firs; ottehundrede og enoghalvfems,1
29262,femhundrede og otteogtyve; syvhundrede og fireogtreds,1
29263,sekshundrede og fireogtyve; nihundrede og syvoghalvtreds,1
29264,tohundrede og fireogtredive; tohundrede og syvogtreds,1
29265,femhundrede og fireoghalvfems; tooghalvfems,0
29266,nihundrede og fireogtreds; ottehundrede og treogfyrre,0
29267,femhundrede og syvoghalvfems; ottehundrede og seksten,1
29268,firehundrede og halvfjerds; femhundrede og enogfyrre,1
29269,sekshundrede og tooghalvtreds; trehundrede og seksogtredive,0
29270,trehundrede og tretten; femhundrede og fyrre,1
29271,firehundrede og nioghalvfems; ottehundrede og fyrre,1
29272,tohundrede og fireoghalvfjerds; firehundrede og enogtyve,1
29273,nitten; firehundrede og seksogtreds,1
29274,ethundrede og treogtredive; syvhundrede,1
29275,syvhundrede og syvogtreds; firehundrede og niogtyve,0
29276,syvhundrede og ni; fireoghalvtreds,0
29277,nihundrede og treogfirs; trehundrede og fireoghalvtreds,0
29278,sekshundrede og treogfyrre; otte,0
29279,trehundrede og firs; trehundrede og fjorten,0
29280,tohundrede og fyrre; syvhundrede og syv,1
29281,syvhundrede og fireogfirs; ethundrede og tyve,0
29282,syvhundrede og seksogfirs; sekshundrede og femogfirs,0
29283,nihundrede og enogtreds; syvhundrede og ti,0
29284,nihundrede og enoghalvtreds; trehundrede og treogtyve,0
29285,ethundrede og halvfems; nihundrede og firs,1
29286,sekshundrede og ni; ottehundrede og et,1
29287,nihundrede og otteogtredive; trehundrede og fyrre,0
29288,sekshundrede og treoghalvtreds; femhundrede og otteoghalvfjerds,0
29289,ethundrede og otteoghalvfems; syvhundrede og toogtyve,1
29290,sekshundrede og otteogfyrre; ethundrede og otteoghalvfems,0
29291,tohundrede og seksoghalvtreds; trehundrede og femoghalvfems,1
29292,syvhundrede og tooghalvfjerds; nihundrede og treds,1
29293,tohundrede og fireogfyrre; nioghalvtreds,0
29294,ethundrede og femogfyrre; syvhundrede og syvoghalvfjerds,1
29295,trehundrede og treds; ottehundrede og seks,1
29296,ettusind; syvhundrede og tooghalvfems,0
29297,ethundrede og seksten; trehundrede og femogfyrre,1
29298,firehundrede og treogtyve; firehundrede og seksten,0
29299,firehundrede og femoghalvtreds; trehundrede og otteoghalvfjerds,0
29300,trehundrede og toogtredive; syvhundrede og atten,1
29301,tooghalvfems; sekshundrede og syvogfyrre,1
29302,ottehundrede og enogtreds; femhundrede og treoghalvfjerds,0
29303,firehundrede og nioghalvtreds; femhundrede og enogtyve,1
29304,femhundrede og nioghalvfjerds; ottehundrede og treogfirs,1
29305,firehundrede og niogtreds; tohundrede og enoghalvfems,0
29306,syvhundrede og niogfyrre; sekshundrede og enoghalvtreds,0
29307,trehundrede og atten; sekshundrede og niogtyve,1
29308,ottehundrede og fireoghalvtreds; otteogfirs,0
29309,ethundrede og tooghalvfjerds; nihundrede og fireogfirs,1
29310,nihundrede og niogtyve; ottehundrede og nioghalvfjerds,0
29311,syvhundrede og fireogfirs; tohundrede og seksogtreds,0
29312,ottehundrede og enoghalvfems; nihundrede og fem,1
29313,nihundrede og syvogfirs; tohundrede og nioghalvtreds,0
29314,ottehundrede og seksoghalvfems; trehundrede og halvfems,0
29315,ethundrede og syvoghalvfjerds; sekshundrede og seksogfyrre,1
29316,ethundrede og fire; sekshundrede og syvogtreds,1
29317,otteogtreds; tohundrede og femogfyrre,1
29318,treogfyrre; sekshundrede og treogtreds,1
29319,syvhundrede og seksogtredive; syvhundrede og syvoghalvtreds,1
29320,enoghalvfjerds; syvhundrede og syvogtredive,1
29321,sekshundrede og seksoghalvtreds; seksogfirs,0
29322,femhundrede og enogtyve; syvhundrede og ti,1
29323,femhundrede og tolv; tohundrede og femogfirs,0
29324,trehundrede og fireogfirs; trehundrede og seksogtredive,0
29325,sekshundrede og femogfirs; ethundrede og femogtredive,0
29326,ethundrede og toogfirs; tohundrede og femten,1
29327,tohundrede; syvhundrede og femogtredive,1
29328,femhundrede og seksogfyrre; trehundrede og syvoghalvtreds,0
29329,ethundrede og halvfjerds; femogfirs,0
29330,sekshundrede og toogtreds; syvhundrede og fjorten,1
29331,ottehundrede og syvoghalvfems; syvhundrede og ni,0
29332,toogfirs; ottehundrede og femoghalvfjerds,1
29333,syvhundrede og otteoghalvfjerds; sekshundrede og otteogfyrre,0
29334,ethundrede og enoghalvfjerds; fem,0
29335,ethundrede og treds; fyrre,0
29336,tooghalvfems; femhundrede og enogfirs,1
29337,ottehundrede og tyve; ottehundrede og elleve,0
29338,nihundrede og seksogtredive; sekshundrede og toogtyve,0
29339,tohundrede og otteogtyve; nihundrede og treogtyve,1
29340,femhundrede og femogfirs; femhundrede og firs,0
29341,sekshundrede og treoghalvfjerds; firehundrede og otteoghalvtreds,0
29342,syvhundrede og femogtyve; syvhundrede og otte,0
29343,femhundrede og seksogfirs; trehundrede og seksogfirs,0
29344,sekshundrede og tooghalvfems; trehundrede og toogtredive,0
29345,halvfjerds; femhundrede og fem,1
29346,trehundrede og otteogfyrre; tohundrede og enogtyve,0
29347,syvhundrede og treogtyve; syvhundrede og tretten,0
29348,ottehundrede og nioghalvtreds; ottehundrede og fem,0
29349,femhundrede og fireoghalvfems; femhundrede og seksoghalvfjerds,0
29350,nioghalvtreds; nihundrede og firs,1
29351,syvhundrede og otteoghalvfjerds; firehundrede og fireoghalvtreds,0
29352,femhundrede og toogfyrre; nihundrede og seksten,1
29353,sekshundrede og toogfirs; syvhundrede og et,1
29354,ottehundrede og tretten; ethundrede og enoghalvtreds,0
29355,syv; femhundrede og nioghalvfjerds,1
29356,tohundrede og fem; femhundrede og niogfyrre,1
29357,nihundrede og fireogtredive; syvhundrede og syv,0
29358,nihundrede og fireogtreds; syvhundrede og tretten,0
29359,syvhundrede og syv; sekshundrede og treogfyrre,0
29360,ethundrede og tretten; tohundrede og otte,1
29361,nihundrede og treogtyve; ethundrede og seksogtyve,0
29362,femhundrede og niogtreds; femhundrede og femoghalvtreds,0
29363,ottehundrede og seks; femhundrede og nioghalvfems,0
29364,femhundrede og femogtyve; syvhundrede og enogtyve,1
29365,trehundrede og treogfirs; firehundrede og syv,1
29366,firehundrede og fireogtyve; trehundrede og enogfyrre,0
29367,trehundrede og femogtredive; trehundrede og fireogtreds,1
29368,tohundrede og fireogtyve; tyve,0
29369,syvhundrede og seksoghalvfjerds; sekshundrede og seksogtyve,0
29370,halvtreds; ethundrede og niogtyve,1
29371,firehundrede og toogfyrre; trehundrede og enogtyve,0
29372,nihundrede og otteoghalvfjerds; ethundrede og tyve,0
29373,ottehundrede og tooghalvfems; nihundrede og treogfirs,1
29374,ethundrede og fireoghalvfems; syvhundrede og fireogtyve,1
29375,treds; ottehundrede og syvogfirs,1
29376,syvhundrede og to; ottehundrede og seksogtredive,1
29377,tohundrede og otteogtyve; ethundrede og nioghalvtreds,0
29378,nihundrede og seksogtyve; firehundrede og seksten,0
29379,tooghalvfjerds; sekshundrede og fireoghalvfjerds,1
29380,trehundrede og syvogtreds; ottehundrede og treds,1
29381,firehundrede og syvogtredive; tohundrede og seksten,0
29382,syvhundrede og toogfirs; syvhundrede og niogfyrre,0
29383,tohundrede og niogtyve; ethundrede og halvfjerds,0
29384,nihundrede og enoghalvfems; ethundrede og otteoghalvfjerds,0
29385,sekshundrede og otteoghalvfems; fem,0
29386,sekshundrede og fireogfirs; ottehundrede og nioghalvfems,1
29387,ottehundrede og niogfirs; ottehundrede og tre,0
29388,ethundrede og otteogfirs; tohundrede og otteogtyve,1
29389,seksten; ottehundrede og otteoghalvfjerds,1
29390,trehundrede og syvogfirs; trehundrede og fireoghalvfjerds,0
29391,sekshundrede og tooghalvfems; ethundrede og syvoghalvfjerds,0
29392,femhundrede og syvogfyrre; nihundrede og fireoghalvfjerds,1
29393,firehundrede og et; trehundrede og enoghalvtreds,0
29394,nihundrede og seksoghalvfjerds; trehundrede og seksogtyve,0
29395,nihundrede og toogfyrre; trehundrede og syvogtreds,0
29396,ethundrede og otteogtreds; femogfyrre,0
29397,nihundrede og treogtyve; syvhundrede og niogtreds,0
29398,nihundrede og fem; nihundrede og halvtreds,1
29399,trehundrede og tooghalvtreds; femhundrede og fireoghalvfjerds,1
29400,tohundrede og otteogtreds; firehundrede og seksoghalvtreds,1
29401,ottehundrede og fyrre; nihundrede og treoghalvfjerds,1
29402,sekshundrede og treogfyrre; ethundrede og atten,0
29403,firehundrede; sekshundrede og otteogtredive,1
29404,sekshundrede og syvogtredive; femhundrede og femogfyrre,0
29405,sekshundrede og nitten; firehundrede og fireogtyve,0
29406,nihundrede og fireogtredive; femhundrede og enoghalvfjerds,0
29407,trehundrede og otteoghalvfems; tohundrede og otteogtreds,0
29408,ethundrede og nioghalvfems; nihundrede og tooghalvtreds,1
29409,tohundrede; femhundrede og ti,1
29410,femhundrede og sytten; ethundrede og syvogfirs,0
29411,ottehundrede og otteogtyve; trehundrede og fem,0
29412,firehundrede og treoghalvfems; trehundrede og seksogfirs,0
29413,enogfyrre; ethundrede og toogtredive,1
29414,syvhundrede og enogfirs; ethundrede og et,0
29415,sekshundrede og syvoghalvfjerds; syvhundrede og tolv,1
29416,nihundrede og fem; ethundrede og femoghalvtreds,0
29417,syvhundrede og fireoghalvfems; syvhundrede og fireogfirs,0
29418,syvhundrede og femogtyve; tohundrede og fire,0
29419,firehundrede og fireogfirs; nihundrede og femogtreds,1
29420,ethundrede og treds; trehundrede og halvfems,1
29421,enoghalvfjerds; ottehundrede og enogfirs,1
29422,firehundrede og otteoghalvtreds; nihundrede og treoghalvfems,1
29423,nihundrede og elleve; femhundrede og seksogfyrre,0
29424,firehundrede og enoghalvfems; sekshundrede og to,1
29425,trehundrede og seksoghalvfems; firehundrede og nitten,1
29426,syvhundrede og enogtredive; nihundrede og fireoghalvtreds,1
29427,nihundrede og syvoghalvtreds; sekshundrede og seksogtredive,0
29428,tooghalvfems; trehundrede og fireogtreds,1
29429,syvhundrede og syvogtyve; ottehundrede og syv,1
29430,syvhundrede og femogtreds; trehundrede og toogtyve,0
29431,nihundrede og femogtredive; syvhundrede og halvtreds,0
29432,tohundrede og otteogtyve; tohundrede og seksoghalvfems,1
29433,sekshundrede og tooghalvtreds; syvhundrede og fjorten,1
29434,syv; ethundrede og femoghalvtreds,1
29435,firehundrede og tredive; tohundrede og et,0
29436,ethundrede og tre; firehundrede og fireoghalvfjerds,1
29437,ottehundrede og halvtreds; firehundrede og toogtreds,0
29438,firehundrede og femogfirs; sekshundrede og otteoghalvfjerds,1
29439,tre; ottehundrede og seksogtredive,1
29440,firehundrede og syvoghalvtreds; femhundrede og otteogtyve,1
29441,femhundrede og nioghalvtreds; trehundrede og femogtyve,0
29442,trehundrede og seksogfirs; syvhundrede og halvtreds,1
29443,niogtreds; firehundrede og niogtyve,1
29444,nihundrede og femoghalvfems; ottehundrede og enoghalvfems,0
29445,sekshundrede og seksoghalvfjerds; sekshundrede og syvogtyve,0
29446,ottehundrede og seksoghalvtreds; firehundrede og otte,0
29447,syvhundrede og femogfyrre; nihundrede og nitten,1
29448,firehundrede og tre; ottehundrede og treogtreds,1
29449,tohundrede og treogtredive; firehundrede og seksogfyrre,1
29450,tre; tohundrede og otteogtreds,1
29451,tohundrede og niogfyrre; tohundrede og syvogfyrre,0
29452,firehundrede og elleve; ottehundrede og tooghalvtreds,1
29453,syvhundrede og seks; firehundrede og seksogtredive,0
29454,syvhundrede og toogtyve; tohundrede og fireoghalvfjerds,0
29455,nihundrede og otteogfirs; ethundrede og treogfirs,0
29456,nihundrede og fireogtredive; ethundrede og treoghalvtreds,0
29457,femhundrede og otteogtyve; femhundrede og syvogfyrre,1
29458,syv; ottehundrede og treoghalvtreds,1
29459,nihundrede og niogtyve; firehundrede og syvoghalvfjerds,0
29460,femhundrede og fireoghalvfems; nihundrede og fem,1
29461,ottehundrede og treoghalvfems; syvhundrede og firs,0
29462,syvhundrede og syvogtreds; ethundrede og femten,0
29463,ethundrede og femogtyve; ottehundrede og niogtreds,1
29464,ottehundrede og seksoghalvfems; ottehundrede og tyve,0
29465,firehundrede; syvhundrede og treoghalvtreds,1
29466,nihundrede og fireogtreds; syvhundrede og seks,0
29467,tohundrede og otteogtreds; tohundrede og femogtyve,0
29468,femhundrede og treogtreds; enogfyrre,0
29469,ethundrede og ni; trehundrede og fireogtredive,1
29470,nihundrede og otteoghalvfems; trehundrede og treogfyrre,0
29471,trehundrede og otteogtyve; ethundrede og femoghalvfems,0
29472,ottehundrede og nioghalvtreds; tohundrede og niogtyve,0
29473,trehundrede og halvfjerds; trehundrede og treoghalvfjerds,1
29474,firehundrede og fireogtredive; tohundrede og treogfirs,0
29475,sekshundrede og enogtreds; nihundrede og fire,1
29476,nihundrede og tooghalvtreds; tohundrede og treogtreds,0
29477,ottehundrede og treoghalvfems; trehundrede og elleve,0
29478,sekshundrede og seksogtreds; syvhundrede og femogtyve,1
29479,nihundrede og nioghalvfjerds; syvhundrede og syvoghalvtreds,0
29480,tohundrede og syvoghalvfems; femoghalvfjerds,0
29481,syvhundrede og fireoghalvtreds; tohundrede og treoghalvfems,0
29482,ottehundrede og otteogtreds; tohundrede og otteoghalvtreds,0
29483,ethundrede og fireogtyve; sekshundrede og femogtreds,1
29484,femhundrede og fireogfirs; tohundrede og otteogfyrre,0
29485,firehundrede og treoghalvfjerds; ethundrede og otteoghalvfems,0
29486,nioghalvfems; tohundrede og syvogfyrre,1
29487,femhundrede og toogfyrre; ethundrede og niogfyrre,0
29488,ethundrede og tooghalvtreds; syvhundrede og tyve,1
29489,treogfyrre; tohundrede og femogtyve,1
29490,trehundrede og fjorten; nihundrede og seksten,1
29491,ethundrede og halvfjerds; ottehundrede og fireogtyve,1
29492,tohundrede og femten; trehundrede og seksogfyrre,1
29493,nihundrede og seks; femhundrede og seksogtredive,0
29494,trehundrede og nitten; femhundrede og otte,1
29495,sekshundrede og otteoghalvfems; trehundrede og toogtyve,0
29496,trehundrede og niogfyrre; syvhundrede og fireogtyve,1
29497,ottehundrede og halvfems; femhundrede og syvogfirs,0
29498,nihundrede og seksogtreds; ethundrede og tyve,0
29499,ottehundrede og otteogtyve; sekshundrede og femoghalvfjerds,0
29500,ottehundrede og syvogfirs; firehundrede og fireoghalvfjerds,0
29501,tohundrede; sekshundrede og sytten,1
29502,sekshundrede og toogtredive; syvhundrede og halvfjerds,1
29503,tohundrede og tooghalvfems; nihundrede og seksten,1
29504,syvhundrede og treogfyrre; trehundrede og nioghalvtreds,0
29505,nihundrede og seksoghalvfems; ethundrede og otteoghalvtreds,0
29506,ottehundrede og enoghalvfems; tohundrede og seksoghalvfjerds,0
29507,treogtredive; nihundrede og nitten,1
29508,nihundrede og fireogtreds; femhundrede og otteoghalvfems,0
29509,firehundrede og syvoghalvtreds; femogtyve,0
29510,trehundrede og treoghalvfjerds; ethundrede og halvfems,0
29511,trehundrede og seksogtyve; trehundrede og femogtyve,0
29512,trehundrede og seksten; tohundrede og treogtreds,0
29513,femhundrede og otteogfyrre; tohundrede og enogtreds,0
29514,tohundrede og niogtredive; femhundrede og femoghalvfjerds,1
29515,syvhundrede og syvogtyve; nihundrede og ni,1
29516,ottehundrede og femogtreds; femogfirs,0
29517,fire; ottehundrede og seksogtreds,1
29518,firehundrede og seksoghalvfjerds; tohundrede og enogtreds,0
29519,femhundrede og atten; firehundrede og sytten,0
29520,ethundrede og otteogtreds; syvoghalvfems,0
29521,niogfirs; nihundrede og treogtyve,1
29522,tohundrede og ti; ottehundrede,1
29523,nihundrede og fireoghalvfjerds; seksten,0
29524,trehundrede og syv; tohundrede og enogtyve,0
29525,firehundrede og femogtyve; tohundrede og treogtyve,0
29526,syvhundrede og tyve; tyve,0
29527,syvhundrede og fireoghalvfjerds; syvhundrede og halvfems,1
29528,femhundrede og otteogfyrre; sekshundrede og tooghalvfems,1
29529,nihundrede og enogtredive; trehundrede og femogfyrre,0
29530,tohundrede og enogtredive; trehundrede og enoghalvtreds,1
29531,ethundrede og otteoghalvtreds; syvhundrede og seksoghalvfjerds,1
29532,ottehundrede og fjorten; syvhundrede og to,0
29533,sekshundrede og tolv; femhundrede og otteoghalvtreds,0
29534,trehundrede og otteogfyrre; firehundrede og halvtreds,1
29535,syvhundrede og enogtyve; ethundrede og femogtreds,0
29536,ottehundrede og seksoghalvfems; firehundrede og toogtredive,0
29537,nihundrede og syvogtyve; femhundrede og fireogfyrre,0
29538,ottehundrede og sytten; nihundrede og syvogfyrre,1
29539,ottehundrede og niogtreds; trehundrede og nitten,0
29540,trehundrede og seksoghalvfjerds; nihundrede og otteogtreds,1
29541,nihundrede og syvogtyve; syvhundrede og seksten,0
29542,nihundrede og niogfyrre; syvhundrede og tretten,0
29543,nihundrede og seksoghalvtreds; firehundrede og enoghalvtreds,0
29544,syvhundrede og nioghalvfems; ethundrede og niogfyrre,0
29545,firehundrede og tooghalvtreds; nihundrede og enogtyve,1
29546,sekshundrede og otteogtredive; treogfyrre,0
29547,ottehundrede og seksogfirs; firehundrede og tolv,0
29548,trehundrede og syvogfyrre; nihundrede og femogfirs,1
29549,firehundrede og treoghalvtreds; treogfirs,0
29550,femhundrede og toogtyve; tohundrede og syv,0
29551,nihundrede og otteogfirs; syvhundrede og niogfyrre,0
29552,ethundrede og toogfirs; trehundrede og firs,1
29553,ethundrede og firs; firehundrede og femoghalvfjerds,1
29554,ottehundrede og fireoghalvtreds; femhundrede,0
29555,tohundrede og seksoghalvfjerds; syvhundrede og femogtreds,1
29556,otteogfyrre; sekshundrede og niogfirs,1
29557,ottehundrede og tretten; ethundrede og seksogfyrre,0
29558,nihundrede og enogtredive; ethundrede og seksogtreds,0
29559,sekshundrede og fireogtredive; firehundrede og ni,0
29560,ottehundrede og halvfjerds; nihundrede og treoghalvfjerds,1
29561,trehundrede og treoghalvfjerds; syvhundrede og otteogfyrre,1
29562,toogtyve; ethundrede og femogfyrre,1
29563,syvhundrede og otteoghalvtreds; femhundrede og enogtyve,0
29564,ottehundrede og fyrre; firehundrede og otteoghalvfems,0
29565,ottehundrede og toogtreds; nihundrede og enogfirs,1
29566,femhundrede og femogtreds; tohundrede og seksogtyve,0
29567,sekshundrede og firs; firehundrede og otteogtreds,0
29568,ottehundrede og halvfjerds; femogtreds,0
29569,femhundrede og halvfjerds; femhundrede og syvogtreds,0
29570,tohundrede og treogfyrre; firehundrede og toogtyve,1
29571,sekshundrede og femogtredive; trehundrede og seksoghalvtreds,0
29572,ottehundrede og tre; syvhundrede og femogtredive,0
29573,treoghalvfjerds; trehundrede og treogtreds,1
29574,femhundrede og tre; nihundrede og fireogtyve,1
29575,nihundrede og fireoghalvfems; firehundrede og halvfems,0
29576,ethundrede og toogtredive; syvhundrede og otteogtyve,1
29577,femhundrede; nihundrede og femogtredive,1
29578,nihundrede og syvogtreds; sekshundrede og femogfirs,0
29579,firehundrede og treoghalvfjerds; firehundrede og syvogtredive,0
29580,sekshundrede og seksoghalvfems; trehundrede og femoghalvfems,0
29581,syv; elleve,1
29582,treoghalvfjerds; trehundrede og fyrre,1
29583,trehundrede og treogtyve; ottehundrede og tooghalvfems,1
29584,atten; to,0
29585,trehundrede og halvfjerds; trehundrede og otteogtreds,0
29586,nihundrede og otteogtreds; syvhundrede og toogtreds,0
29587,nihundrede og otteogtyve; trehundrede og syvogfirs,0
29588,ethundrede og seksogfirs; nihundrede og toogtyve,1
29589,femhundrede og seksten; trehundrede og femogfyrre,0
29590,nihundrede og syvogtredive; femhundrede og seksogfirs,0
29591,firehundrede og treogfyrre; fireogtreds,0
29592,firehundrede og to; syvhundrede og nitten,1
29593,nihundrede og toogtredive; ethundrede og to,0
29594,sekshundrede og treoghalvtreds; femhundrede og niogtreds,0
29595,nihundrede og enoghalvfjerds; nihundrede og syvogfyrre,0
29596,syvhundrede og treoghalvfjerds; firehundrede og otte,0
29597,syvogtyve; ottehundrede og toogfirs,1
29598,firehundrede og nioghalvfjerds; seksten,0
29599,trehundrede og seksogtredive; femhundrede og femoghalvtreds,1
29600,tohundrede og seksogtyve; firehundrede og syv,1
29601,ottehundrede og enoghalvfems; femhundrede og fire,0
29602,trehundrede og tooghalvtreds; trehundrede og femten,0
29603,tohundrede og et; ottehundrede og fire,1
29604,ottehundrede; femhundrede og syvoghalvtreds,0
29605,femhundrede og firs; sekshundrede og treds,1
29606,femhundrede og fire; syvhundrede og otteogtyve,1
29607,syvhundrede og elleve; femhundrede og toogtredive,0
29608,enogfyrre; syvhundrede og treogfyrre,1
29609,sekshundrede og treogtyve; nihundrede og seksogfirs,1
29610,firehundrede og nioghalvfjerds; firehundrede og toogtreds,0
29611,sekshundrede og fireogfirs; nihundrede og sytten,1
29612,trehundrede og otte; trehundrede og nioghalvfems,1
29613,firehundrede og enogfyrre; syvhundrede og femten,1
29614,syvhundrede og tre; trehundrede og ti,0
29615,femhundrede og treogtyve; firehundrede og tooghalvfjerds,0
29616,otte; tohundrede og syvogtreds,1
29617,sekshundrede og femogfirs; sekshundrede og halvfjerds,0
29618,ottehundrede og atten; ethundrede og seks,0
29619,syvhundrede og treogtredive; tohundrede og syv,0
29620,nihundrede og treogtredive; firehundrede og seksogtyve,0
29621,ethundrede og et; trehundrede og syvogtredive,1
29622,tohundrede og toogfirs; femhundrede og fem,1
29623,ethundrede og fem; femhundrede og femoghalvfems,1
29624,tohundrede og syv; femhundrede og syvoghalvfjerds,1
29625,firehundrede og otteogtredive; femhundrede og femogtredive,1
29626,syvhundrede og fire; femhundrede og treds,0
29627,ethundrede og fireogfyrre; trehundrede og toogtreds,1
29628,treogfyrre; femhundrede og fire,1
29629,syvhundrede og femogfirs; syvhundrede og seks,0
29630,ottehundrede og seksten; femhundrede og enogtreds,0
29631,sekshundrede og femogtreds; femhundrede og fireogtyve,0
29632,nihundrede og enoghalvtreds; syvhundrede og fireogfirs,0
29633,ottehundrede og enoghalvfems; firehundrede og treogfyrre,0
29634,nihundrede og seksogtredive; trehundrede og seksoghalvfems,0
29635,syvhundrede og treogtredive; ethundrede og nioghalvtreds,0
29636,trehundrede og enogtyve; trehundrede og fireogtyve,1
29637,firehundrede og syvogtreds; syvhundrede og tretten,1
29638,ethundrede og treoghalvfems; nihundrede og seksoghalvfjerds,1
29639,ottehundrede og seksogtreds; ottehundrede og tre,0
29640,ethundrede og niogfyrre; firehundrede og tolv,1
29641,syvhundrede og fireogtreds; nihundrede og nioghalvtreds,1
29642,ethundrede og tredive; femhundrede og femoghalvfems,1
29643,firehundrede og otteogfirs; ottehundrede og toogfirs,1
29644,ottehundrede og treoghalvfems; trehundrede og toogtyve,0
29645,seksoghalvtreds; firehundrede og femogtyve,1
29646,ottehundrede og tretten; trehundrede og toogtredive,0
29647,femhundrede og femoghalvfems; tohundrede og seksten,0
29648,syvhundrede og syvogtreds; ottehundrede og otteoghalvfjerds,1
29649,syvogtyve; nihundrede og halvfjerds,1
29650,tohundrede og treogfirs; nihundrede og seksoghalvfjerds,1
29651,trehundrede og niogtyve; tohundrede og syvogtyve,0
29652,nihundrede og treogtredive; femhundrede og fyrre,0
29653,nihundrede og halvtreds; nihundrede og treoghalvfems,1
29654,sekshundrede og tretten; syvhundrede og seksten,1
29655,syvhundrede og fjorten; ottehundrede og niogfyrre,1
29656,ottehundrede og seksten; femhundrede og niogtreds,0
29657,ottehundrede og sytten; ottehundrede og tre,0
29658,firehundrede og tyve; trehundrede og femoghalvfems,0
29659,syv; ottehundrede og femoghalvfems,1
29660,firehundrede og tyve; trehundrede og syv,0
29661,trehundrede og treogtreds; tohundrede og tredive,0
29662,nihundrede og tredive; ottehundrede og seksten,0
29663,tohundrede og otteogfyrre; toogfirs,0
29664,niogtreds; ottehundrede og treogtyve,1
29665,firehundrede og otteogfyrre; syvhundrede og treoghalvfems,1
29666,ethundrede og seksogtreds; ottehundrede og fire,1
29667,sekshundrede og otteoghalvtreds; enoghalvtreds,0
29668,tohundrede og halvtreds; ethundrede og fireoghalvfjerds,0
29669,tohundrede og syv; ethundrede og niogtreds,0
29670,ottehundrede og treogtreds; femhundrede og fireoghalvtreds,0
29671,nihundrede og treogfyrre; sekshundrede og femogfyrre,0
29672,sekshundrede og ni; firehundrede og niogtredive,0
29673,trehundrede og syvogfirs; ottehundrede og treoghalvfjerds,1
29674,toogfyrre; ottehundrede og femogtyve,1
29675,trehundrede og otteoghalvfems; firehundrede og sytten,1
29676,ethundrede og syvogfirs; ethundrede og atten,0
29677,femhundrede og treogfirs; ottehundrede og fireoghalvtreds,1
29678,ethundrede og tooghalvfems; halvfems,0
29679,firehundrede og to; trehundrede og fireogtreds,0
29680,syvhundrede og syv; tohundrede og halvfems,0
29681,ottehundrede; trehundrede og halvtreds,0
29682,femhundrede og niogtreds; femhundrede og seksogtredive,0
29683,trehundrede og fireogtyve; femhundrede og toogtreds,1
29684,nihundrede og syvogfyrre; sekshundrede og otteogfyrre,0
29685,nihundrede og enogfyrre; ethundrede og enoghalvfjerds,0
29686,nihundrede og niogtreds; firehundrede og ni,0
29687,toogtredive; femhundrede og femoghalvtreds,1
29688,ottehundrede og sytten; trehundrede og nioghalvfems,0
29689,treoghalvfjerds; ottehundrede og seksoghalvtreds,1
29690,treoghalvtreds; tohundrede og fireogfirs,1
29691,ethundrede og enoghalvfems; nihundrede og tolv,1
29692,ethundrede og fireoghalvfjerds; femhundrede og fireoghalvfjerds,1
29693,tohundrede og otteogtyve; femhundrede og seksogtredive,1
29694,tohundrede og tooghalvtreds; ethundrede og tyve,0
29695,nihundrede og enoghalvtreds; firehundrede og femogfyrre,0
29696,firehundrede og treoghalvtreds; femhundrede og treoghalvtreds,1
29697,femhundrede og femogtyve; sekshundrede og seksogtyve,1
29698,nihundrede og femoghalvtreds; trehundrede og seksoghalvtreds,0
29699,ethundrede og treogtyve; syvhundrede og seksten,1
29700,sekshundrede og femogtredive; tohundrede og syvogtreds,0
29701,ethundrede og syvogtredive; halvtreds,0
29702,trehundrede og syvoghalvfems; trehundrede og toogtredive,0
29703,femhundrede og niogfyrre; tohundrede og treoghalvfjerds,0
29704,trehundrede og tooghalvfjerds; sekshundrede og to,1
