,nums,labels
0,八百七十三; 五百三十九,0
18968,四百六十三; 五百四十一,1
18969,四百四十二; 五百五十六,1
18970,八百三; 百十三,0
18971,二百四十一; 百六十,0
18972,九百十三; 四百八十七,0
18973,五; 九十六,1
18974,六百五十六; 七百六十八,1
18975,百五十七; 六百八十,1
18976,三百; 八百十五,1
18977,四百七十; 九百四十八,1
18978,七百七十七; 百十四,0
18979,三百十八; 五百四十八,1
18980,五百二十五; 三百二十,0
18981,七百四十六; 九百二十四,1
18982,三百十五; 三百十三,0
18983,百五十四; 九百四十六,1
18984,八百六; 九百五十,1
18985,七百五十一; 八百九十七,1
18986,五十六; 百,1
18987,二百九十九; 百四十六,0
18988,八百八十三; 九百八十三,1
18989,五百四十六; 五十四,0
18990,四百五十九; 十三,0
18991,三百九十八; 八百七十二,1
18992,八百十六; 六百八十,0
18993,三百三十一; 六百七十九,1
18994,六百十八; 三百二十六,0
18995,九百二十一; 五百三十八,0
18996,七百五十; 四百三十九,0
18997,五百三十四; 三百八十八,0
18998,四百二十二; 五百十一,1
18999,五百十三; 五百六十二,1
19000,八百三十四; 八百二十,0
19001,三百五十九; 三百十一,0
19002,四百五十九; 二百七十九,0
19003,九百五十三; 四百四十,0
19004,四百八; 二百六十九,0
19005,三百二十二; 六百七十三,1
19006,四百三十一; 七百六十三,1
19007,七百八十二; 七百八十八,1
19008,六百九十五; 八百七十五,1
19009,百十五; 七百三十,1
19010,百六十九; 九百三十六,1
19011,二百六十七; 六百七十六,1
19012,二百五十三; 八百八十八,1
19013,十; 六百十三,1
19014,四百八十三; 九百八十一,1
19015,六百二十六; 五百二十五,0
19016,二百九十八; 八百十九,1
19017,二百九十一; 百五,0
19018,六百二十二; 五百五,0
19019,九百九十一; 二百五十二,0
19020,四百七; 二百八十七,0
19021,九十一; 九百八,1
19022,三百十二; 二百六,0
19023,八百三十一; 六百五十八,0
19024,八百四; 百三十八,0
19025,四百三十七; 三百三,0
19026,百六十四; 八百七十四,1
19027,六百四十四; 百二十七,0
19028,三百六十五; 六十,0
19029,二百九十三; 五百二十九,1
19030,三百一; 三百,0
19031,九百二十八; 二百七十,0
19032,四百八十六; 二百五,0
19033,五百三十七; 百九十五,0
19034,五百八十; 五百四十七,0
19035,七百四十七; 百四十,0
19036,五百十; 二百四十二,0
19037,百七十三; 二百七十,1
19038,三百二十四; 六百九十九,1
19039,八百十; 九百五十九,1
19040,九百九; 四百四十四,0
19041,三百九十六; 五百九十一,1
19042,四百七十八; 六百七十七,1
19043,六百六; 七百三十九,1
19044,百七十八; 三百三十四,1
19045,九十六; 百六十二,1
19046,四十七; 百三十六,1
19047,八百七十六; 七百五十三,0
19048,百六十; 六百三,1
19049,百八十九; 五百二十六,1
19050,九十四; 六百五十五,1
19051,八百二十六; 四百七十五,0
19052,六十八; 三百二十一,1
19053,四百九十五; 百九十三,0
19054,二百十二; 四百三十九,1
19055,百九十四; 二百六十五,1
19056,七百五十; 九百八十五,1
19057,三百八十九; 五百六十四,1
19058,八百六十三; 百二十八,0
19059,二百八十九; 六百二十七,1
19060,八百八十; 二百六十三,0
19061,百八十二; 九百九十六,1
19062,百十; 六百九十三,1
19063,九十九; 百八十五,1
19064,四百三十八; 八百二十六,1
19065,九百七十一; 四百五十三,0
19066,二百二十三; 七百二十八,1
19067,七百五十一; 四百四十一,0
19068,七百三十四; 七百十四,0
19069,七百六; 百八十五,0
19070,五百八十七; 二百七十七,0
19071,六百十四; 六百十二,0
19072,七百三十九; 六百六十,0
19073,六十二; 二百十九,1
19074,六百十六; 七百九十三,1
19075,八百九十九; 三百八十六,0
19076,七百六; 五百五十二,0
19077,九百八十八; 百二十六,0
19078,九十二; 六百二十五,1
19079,三百五十七; 五百七十四,1
19080,五百八十九; 九百八十四,1
19081,七百三十七; 五百二十七,0
19082,百八; 二百二十三,1
19083,七百三十三; 百五十七,0
19084,三百九十四; 三百二十六,0
19085,三百四十一; 六百一,1
19086,三百八十九; 二百五十三,0
19087,二十一; 九百,1
19088,二百五十一; 五百六十,1
19089,八百五十; 百四十,0
19090,七百二十六; 三百三十二,0
19091,八百十六; 四百六十九,0
19092,四百六十; 二百六十八,0
19093,百十九; 八百四十五,1
19094,九百七十; 百十六,0
19095,四十一; 三百五十一,1
19096,六百三十七; 五百二十四,0
19097,四百一; 三百二十,0
19098,六百三十; 二百三十五,0
19099,七百二十八; 九十五,0
19100,九百六十一; 八百五十八,0
19101,五百八十三; 二十四,0
19102,七百七十四; 四百九十,0
19103,八百一; 四百五十八,0
19104,四百七十一; 四百四十八,0
19105,八十一; 二十三,0
19106,四百九十二; 五百八十四,1
19107,三百九十六; 百八,0
19108,八百六十一; 六百九十八,0
19109,五百四十九; 六百三十,1
19110,六; 百四十四,1
19111,五百九十; 百九十六,0
19112,三百七十四; 二百五十,0
19113,六百八十八; 八百九十八,1
19114,四百十八; 三百五十一,0
19115,七十七; 九百十六,1
19116,三百三十二; 三百六十三,1
19117,二百三十一; 七百三十七,1
19118,百七十四; 八百五十九,1
19119,七百四十四; 百九十七,0
19120,百二; 三百九十一,1
19121,百四十七; 七百一,1
19122,五百七十; 二百九十八,0
19123,七百九; 八十五,0
19124,五百七; 七百七十,1
19125,二十三; 八十三,1
19126,四百四; 七百五十四,1
19127,四百一; 四十三,0
19128,四十四; 七百九十五,1
19129,八; 三百三十二,1
19130,七百十; 四百六十七,0
19131,百八十四; 三百六十三,1
19132,二百四十九; 六百七十六,1
19133,九百二十; 三十一,0
19134,三百三十六; 七百七十一,1
19135,九百三十一; 九十,0
19136,五百七十八; 二百九十六,0
19137,百八十五; 七十八,0
19138,三百十九; 七百十九,1
19139,七百二十七; 百四十,0
19140,九百九十七; 七百九十二,0
19141,三百六十七; 二百六十二,0
19142,四百十二; 三百四,0
19143,四百七十五; 三十八,0
19144,六百八; 二百五十九,0
19145,七; 九百八十八,1
19146,二百三十一; 五百十一,1
19147,九百五十八; 五百八十六,0
19148,七百三十一; 五百七十九,0
19149,七百六十六; 四百六,0
19150,五百九十五; 二百六十,0
19151,百九; 七百六十八,1
19152,八百八十三; 五百十一,0
19153,六百三十五; 四百九,0
19154,二百八十; 四百三十五,1
19155,九百四十六; 九百二,0
19156,五百十八; 四,0
19157,百三十一; 六百八十二,1
19158,三十九; 七百二十九,1
19159,五百六; 五百二十八,1
19160,二百九十五; 百七十六,0
19161,五百二十三; 三百六十三,0
19162,五百二十四; 七百二,1
19163,七百二十三; 二百二,0
19164,七百三十九; 八百九,1
19165,二百六十一; 三百四十九,1
19166,二十七; 二百三十,1
19167,四百二; 九百十二,1
19168,八百三十一; 七十九,0
19169,六百六十六; 百三十二,0
19170,五百七十一; 七百三十六,1
19171,九百六十九; 九百九十六,1
19172,七百五十六; 三十五,0
19173,四百八十三; 二百五十五,0
19174,二百四十一; 四百十八,1
19175,二百十三; 四百七十六,1
19176,六百五十九; 五百八,0
19177,十一; 八百四,1
19178,三百八十五; 五百三十八,1
19179,三百九十六; 百三十八,0
19180,六百九十八; 四百四十一,0
19181,八百; 五百六十三,0
19182,二百四十七; 四百八十四,1
19183,五百八十六; 九百四十四,1
19184,四百九十三; 三百十四,0
19185,九百七十二; 二百二十五,0
19186,九十; 五百三十,1
19187,九百四十八; 五百三十三,0
19188,八百二十; 百二十八,0
19189,八百六十四; 七百四,0
19190,四百十四; 三百十一,0
19191,三百八十四; 百五十五,0
19192,七百七十七; 九百十二,1
19193,五十八; 二百二十六,1
19194,五百五十六; 七百三十八,1
19195,三百五十二; 五百七十,1
19196,六百五十七; 九百八十一,1
19197,二百八十七; 九百三十五,1
19198,五百七十九; 七百六十,1
19199,二百八十一; 八百六十四,1
19200,七百六十三; 二百四十一,0
19201,五百八十八; 六百七十一,1
19202,五百七十三; 五十六,0
19203,四百五十; 百六,0
19204,九十九; 九百四十八,1
19205,六百八十二; 五百四十二,0
19206,八百七十五; 四百五十九,0
19207,三百七十二; 二百二十九,0
19208,三百十; 六百三十八,1
19209,二十八; 三百九十,1
19210,四百七十; 四百二十二,0
19211,四百七十四; 四百二十,0
19212,九百三十八; 四百三十七,0
19213,五十; 六百五十二,1
19214,二百三十三; 三百三十,1
19215,百八十八; 二百七十八,1
19216,七百八十八; 二百十七,0
19217,二百五十三; 三百九,1
19218,三百三十三; 二百二十一,0
19219,三百九十二; 二百九十一,0
19220,六百四十七; 八百九,1
19221,百三十; 三百六十一,1
19222,五百九十九; 八百十六,1
19223,八百二十; 二百二十七,0
19224,六百九十五; 六百四十,0
19225,百五十九; 百八十四,1
19226,四百五十; 四百十,0
19227,二百二十九; 七十四,0
19228,百一; 五百六十二,1
19229,三百三十七; 二十一,0
19230,八百三十三; 百二十一,0
19231,二十; 百三十五,1
19232,九百三十七; 五百二十七,0
19233,五百六十八; 二百三十九,0
19234,八百三十七; 二百五十六,0
19235,八百十; 二百四十一,0
19236,五百七十九; 九十,0
19237,七百二十三; 三百十三,0
19238,九百九十九; 五十三,0
19239,四百二十二; 九百五十七,1
19240,十; 九百八十五,1
19241,三百四十一; 百九十九,0
19242,五百五十四; 九百八,1
19243,二百四十五; 九百五十七,1
19244,五百十; 十二,0
19245,百四; 五百七十一,1
19246,八百八十九; 二百二十二,0
19247,八百二; 三百四十二,0
19248,四百五; 五百九十二,1
19249,百十七; 六十,0
19250,四百三十; 五十四,0
19251,百五十八; 二百七十一,1
19252,七百三十三; 五百五十一,0
19253,四百九十七; 七百六十六,1
19254,五百三; 五百四十,1
19255,百二十; 七百七十四,1
19256,百三十; 六百四十三,1
19257,三; 三百五十二,1
19258,七百三十九; 七百十一,0
19259,七百九十一; 九百四十九,1
19260,二百三十三; 九百八十八,1
19261,三百七十; 八百六十三,1
19262,七百九十二; 三百七十二,0
19263,三百二十二; 二百八十一,0
19264,九百七十八; 八十四,0
19265,九百十一; 百四十四,0
19266,二百六十八; 七百七十三,1
19267,百九十三; 四百八十四,1
19268,百六十一; 九百六十七,1
19269,百四十四; 七百四,1
19270,百七十七; 二百十九,1
19271,四百八十一; 八百九十,1
19272,七百三; 百四十五,0
19273,二百八十六; 七百四十二,1
19274,七百六十二; 二百八十八,0
19275,七百五十三; 六百二十二,0
19276,二百三; 六百一,1
19277,八百十七; 二十三,0
19278,五百九十; 三百九十八,0
19279,二十四; 七百九十四,1
19280,七百四十七; 百四十八,0
19281,百八十; 二百九十四,1
19282,百十九; 六百一,1
19283,百十; 七百七十三,1
19284,七百四十; 三百四十一,0
19285,六十二; 七百五十七,1
19286,百九十三; 四百十四,1
19287,三百九十二; 四百三十九,1
19288,六百五; 九百七十四,1
19289,三十七; 五百五,1
19290,七百六十七; 百六十五,0
19291,九百三十七; 八百三十三,0
19292,九十七; 九百六十,1
19293,六百三十; 百五十四,0
19294,百六十一; 三百九十六,1
19295,百二十七; 八百七十二,1
19296,二百三十; 八百九十二,1
19297,四百三十八; 三百五十二,0
19298,四百八十一; 二百二十二,0
19299,六十一; 六百八十一,1
19300,五百六十八; 五十二,0
19301,八百三; 四百六十,0
19302,三百四; 四百四十三,1
19303,九百七十四; 七百十六,0
19304,九百七十八; 六百九十九,0
19305,六百二十六; 四百八十六,0
19306,七; 四百十六,1
19307,八百十八; 九,0
19308,九百七十八; 四百五十四,0
19309,三百六十三; 二百一,0
19310,七百九十五; 六百九十七,0
19311,八百十九; 二百五十八,0
19312,七百; 六百九十七,0
19313,百十四; 六百十一,1
19314,七百十四; 三百五十八,0
19315,六百七十五; 四百十七,0
19316,百十九; 百九十九,1
19317,九百五十七; 九百五十四,0
19318,百六十五; 八十,0
19319,九百八十三; 三百三十七,0
19320,五百七十五; 八百七十六,1
19321,四百二十七; 六百四十七,1
19322,五百五十七; 五十四,0
19323,七百一; 二百七十,0
19324,七百七十六; 三百八,0
19325,九; 三百六十九,1
19326,百六十九; 二百四十二,1
19327,二百三十七; 五百八十六,1
19328,二百九十一; 八百四,1
19329,二百四十七; 五十六,0
19330,四百十; 三百七十五,0
19331,百二十三; 二百九,1
19332,八百八十四; 八百八十三,0
19333,二十六; 八百五十九,1
19334,六百九十三; 百六十三,0
19335,五百六十七; 七百十九,1
19336,四百十四; 九百三十六,1
19337,六十二; 百三十一,1
19338,七百七十一; 五百六十四,0
19339,百四十六; 八百五十,1
19340,三百七十六; 三百八,0
19341,四百六十八; 二百二十,0
19342,七百九十二; 五百二十九,0
19343,七百五十九; 八百八,1
19344,八百四十二; 九百十九,1
19345,七百八十五; 百八十六,0
19346,三百六十九; 三百八十四,1
19347,六百三十四; 五百五十七,0
19348,八百四十八; 六百三十,0
19349,五百六十五; 百六十七,0
19350,五百二十三; 六百十八,1
19351,四百四十三; 三百六十三,0
19352,七百二十七; 七百六,0
19353,二百二十四; 五百三十七,1
19354,六百二十八; 三百二十三,0
19355,六百二十八; 五百三十,0
19356,四百五十二; 四百十四,0
19357,九十七; 三百三十七,1
19358,九百十三; 七百二十二,0
19359,八百二十八; 六百二,0
19360,二十; 四百三十三,1
19361,百五十二; 九百九十九,1
19362,二百八十一; 五百七十五,1
19363,八百一; 五百三十六,0
19364,七百八十二; 六百四十三,0
19365,九百六十九; 四百四十七,0
19366,七百七十三; 二百八十,0
19367,三百七十四; 二百五十九,0
19368,二百七十二; 百九十三,0
19369,十五; 九百四十二,1
19370,八百四十六; 三百六十五,0
19371,百九十四; 五百二十四,1
19372,七百九十六; 四百七十六,0
19373,二百八十八; 九百五十二,1
19374,九十六; 三百三十一,1
19375,三十; 二百四十四,1
19376,七百二十五; 四百三十,0
19377,五百二十四; 二百八十四,0
19378,八百五; 百六十六,0
19379,七百八十三; 八百二十六,1
19380,五百四十四; 二十六,0
19381,六百三十五; 二百二十三,0
19382,四百五十九; 四十六,0
19383,四百二十八; 五十七,0
19384,百二十九; 七十一,0
19385,百四十四; 四百八十五,1
19386,七百十二; 十一,0
19387,四百五十八; 百六十四,0
19388,二百三十六; 四百八十一,1
19389,二百六十三; 百一,0
19390,二百九十三; 七十八,0
19391,六百二; 三百二十五,0
19392,七百五十八; 六百十八,0
19393,九百七; 百四十三,0
19394,五十三; 四百七十一,1
19395,二百六十一; 八百九十一,1
19396,五十; 二百三十二,1
19397,八百九; 百六十八,0
19398,百六; 三百七十,1
19399,八百四十; 九百二,1
19400,七百二十七; 五百九十九,0
19401,四百二十一; 七百六十九,1
19402,四百五十八; 四百十九,0
19403,九百五十四; 五百四,0
19404,四百七十三; 百十九,0
19405,百六十六; 百七十二,1
19406,四十; 八百九十八,1
19407,九百六十; 五百十三,0
19408,七百七十六; 二百五十,0
19409,六百三十一; 三百八十四,0
19410,三百十一; 四百七十八,1
19411,百四; 四百二十三,1
19412,九百三十二; 八百五十三,0
19413,五百八十四; 百六十三,0
19414,四百九十五; 三百七十一,0
19415,五百; 五,0
19416,四十四; 六百三十六,1
19417,五百五十四; 百二十二,0
19418,百十三; 八百三十八,1
19419,四百五十六; 九百五十四,1
19420,三百八十三; 四百九十九,1
19421,九百三十六; 百七十一,0
19422,九百五十六; 四百二,0
19423,三百八十三; 八百十八,1
19424,八百二十四; 三百六十一,0
19425,三百三; 七百九十七,1
19426,二百四十七; 百八十三,0
19427,二百十四; 百五十,0
19428,二百六十二; 七百五十,1
19429,八百五十五; 五百十五,0
19430,五百四十四; 三百五十一,0
19431,八百三十九; 二百三十九,0
19432,三百八十六; 三百二十,0
19433,五十三; 八百二十四,1
19434,五百五十二; 四十八,0
19435,百九十五; 十九,0
19436,五百十一; 三百七十九,0
19437,百五十六; 十八,0
19438,六; 三百九十,1
19439,三百二十二; 九十九,0
19440,二百三十; 三百七十八,1
19441,三十一; 八百四十,1
19442,百四十七; 二百四十七,1
19443,三百十三; 八百八十八,1
19444,七百七十四; 七百三十七,0
19445,六百四十九; 百七十一,0
19446,百六十八; 百四十七,0
19447,八百九十五; 六百十五,0
19448,六百五十四; 七百六十五,1
19449,四十二; 二百六十七,1
19450,二百四十四; 四百,1
19451,十七; 百二十六,1
19452,百三十九; 二百七十四,1
19453,七百九; 六百四十五,0
19454,八百九十六; 四百九十九,0
19455,三十三; 六百六十九,1
19456,五百五十六; 百三,0
19457,九百十八; 三十五,0
19458,六百七十; 四百九十八,0
19459,四百六十四; 四百七,0
19460,八百七十六; 百二十二,0
19461,九百十一; 八百九十六,0
19462,五百六十八; 六百七十四,1
19463,七百九十八; 二百七十,0
19464,八百八十八; 九百六,1
19465,百八十四; 八百七十七,1
19466,五十九; 三百六十,1
19467,九百五十八; 二十,0
19468,百六十七; 二百六十三,1
19469,四百三十九; 百三十三,0
19470,六百九十六; 七百七十七,1
19471,七百四十八; 四百六十四,0
19472,二百二十八; 六百七十,1
19473,九百三十八; 五百三,0
19474,三百二; 三百四十五,1
19475,六百六十; 八百九十六,1
19476,百八十八; 六百九十九,1
19477,六十六; 三百八十七,1
19478,六百八十六; 七百九十二,1
19479,五百八十一; 八百三十七,1
19480,七百二十四; 五百四十三,0
19481,九百二十五; 八百四十一,0
19482,八百五十六; 六百十三,0
19483,六百三十七; 百四十四,0
19484,三百三十; 二百九十五,0
19485,五百二十七; 三百二十八,0
19486,四百十一; 三十三,0
19487,三百七十三; 四百二十,1
19488,五百六十九; 八百五十六,1
19489,五十八; 四百二十五,1
19490,六百六十六; 五百三十三,0
19491,四百四十四; 七百六十四,1
19492,四百三十二; 六百六十一,1
19493,九百六十一; 五百八十,0
19494,三百十九; 四百十一,1
19495,八百二十; 八百六十二,1
19496,九百二十七; 六百四十,0
19497,七百二十九; 四百六十四,0
19498,三十二; 九百三十四,1
19499,九百二; 七百七十六,0
19500,九百六十八; 二百四十,0
19501,八百十二; 八百九,0
19502,五百; 八百九十,1
19503,八百七十二; 六百九十四,0
19504,百九十六; 百九十五,0
19505,七百九十七; 二百三十,0
19506,百十; 二十一,0
19507,八百三; 百五十四,0
19508,四百十六; 二百六十八,0
19509,三百五十三; 九百六,1
19510,七百九十四; 八百二十八,1
19511,百七十三; 三百六十三,1
19512,四百八十三; 四百三,0
19513,六百; 三百二十六,0
19514,二百十七; 三十五,0
19515,百九; 五百三十五,1
19516,八十八; 百八十八,1
19517,四百三; 三百十三,0
19518,九百七十八; 三百二十九,0
19519,二百七十一; 六百四十七,1
19520,五百五十六; 九百四十,1
19521,四百五; 九百七十八,1
19522,百四十三; 七百五十五,1
19523,八百八十三; 八百七十二,0
19524,三百四十四; 二百十二,0
19525,二百四十四; 二百八十三,1
19526,九百六十六; 八百五十五,0
19527,四百二十一; 六十七,0
19528,六十二; 三百三十四,1
19529,八百八十四; 七百二十八,0
19530,三; 六百十一,1
19531,四百二十四; 七百三十二,1
19532,八百八十八; 二百十二,0
19533,八百六十八; 九百八十二,1
19534,六百十七; 二百三十六,0
19535,九百四十八; 九百四十一,0
19536,六百六十四; 七百七十一,1
19537,三百三十; 九百七十八,1
19538,百二十五; 九百五十八,1
19539,四百三十; 六百九十二,1
19540,六百十三; 五百五十,0
19541,四百四十五; 八百五十五,1
19542,四百八十六; 八百,1
19543,四百二十九; 百四十二,0
19544,五百五; 八十九,0
19545,七百十八; 七百九十,1
19546,四百三十一; 四百十五,0
19547,二百十; 四百三十一,1
19548,四百七十七; 八百三十七,1
19549,二百四十二; 七百七十三,1
19550,四百八十三; 四百二十八,0
19551,七百二十二; 六百一,0
19552,八百九十六; 八百九十九,1
19553,五百九十一; 九百二,1
19554,九十七; 五百四十一,1
19555,三百二十; 六百二十六,1
19556,五百二十一; 百八十四,0
19557,六十八; 八百七十一,1
19558,三百五十九; 九百三十六,1
19559,四百四十; 六十三,0
19560,七百七十五; 六十二,0
19561,五百九十三; 八百六十四,1
19562,七百七十七; 二百六,0
19563,五百八十二; 九百三,1
19564,六百二十一; 五百六十六,0
19565,二百九十二; 七百八十二,1
19566,二百十八; 百四十五,0
19567,六百六十三; 五百七十二,0
19568,六百七十三; 四百六十四,0
19569,五百十一; 六百九十三,1
19570,四十六; 百四十,1
19571,九百三十七; 四百五十八,0
19572,九百; 六百五十七,0
19573,二百三十五; 二百六十六,1
19574,四百四十四; 七百七十一,1
19575,三百九十三; 四百七十八,1
19576,四百; 八百六,1
19577,八百十七; 五百六十八,0
19578,七百四十三; 三百七十八,0
19579,二百十九; 五百一,1
19580,五百三十四; 四百二十八,0
19581,四百五十五; 百八十,0
19582,七十二; 八百三十八,1
19583,五百八十五; 八十三,0
19584,八百六十五; 百四十,0
19585,二百八; 二百十九,1
19586,八百六十; 六百三十,0
19587,八百九十二; 三百十六,0
19588,八; 九百八十,1
19589,八百五十四; 二百,0
19590,七百三十八; 八百四十四,1
19591,四百六; 七百二十三,1
19592,三百四十; 八百,1
19593,三百四十六; 八百六十八,1
19594,二百三十三; 四百,1
19595,百七十七; 二百六十六,1
19596,十八; 六百六十四,1
19597,四百五十七; 八百七十三,1
19598,八百九十五; 四百六十六,0
19599,四百二十七; 百八十六,0
19600,八; 五百十六,1
19601,六百七十九; 二百六十一,0
19602,二百七十一; 百九十九,0
19603,四百八; 二百六十四,0
19604,二百七; 五百十八,1
19605,八百十五; 三百八十八,0
19606,八百五十; 二百六十六,0
19607,六十三; 六百七,1
19608,五百九十二; 百十八,0
19609,八百四十二; 三百六十四,0
19610,百四十九; 六百十六,1
19611,五百六; 六十六,0
19612,九百二十八; 六百八十三,0
19613,百四; 八百二,1
19614,六百七十三; 二百十四,0
19615,八百十六; 七十二,0
19616,八百六十八; 五百六十九,0
19617,四百九十一; 二百二十七,0
19618,四百六; 九百八十九,1
19619,九百八十二; 三十七,0
19620,六十; 九百三十六,1
19621,百五十六; 五百六十五,1
19622,七百八十九; 三百四十,0
19623,四百四; 八百九十五,1
19624,四百五; 二百五十九,0
19625,三百二十二; 五百七十六,1
19626,六百四十; 六百十四,0
19627,四百十三; 七百九十五,1
19628,百二十; 二百七十三,1
19629,三百九十九; 五十九,0
19630,三百四十五; 四,0
19631,四十五; 三百五十三,1
19632,五百六十八; 九百十九,1
19633,六百十六; 百二十四,0
19634,七百二十九; 二百二十六,0
19635,六百十八; 百十六,0
19636,二百五十六; 百二十八,0
19637,二百四; 百二十,0
19638,百六十四; 九百七十七,1
19639,百八十三; 九百四十六,1
19640,四百九十八; 三百三十二,0
19641,六百六十; 百四十四,0
19642,二百二十二; 三百九十七,1
19643,四百九十九; 八百六十六,1
19644,七百十二; 五百六十五,0
19645,七百九十八; 九百二十一,1
19646,九百三十五; 三百七十五,0
19647,二百九十二; 三百六,1
19648,三百六十四; 二百九十六,0
19649,四百九十一; 四百二,0
19650,六百十二; 二百四十五,0
19651,二百六十九; 百十二,0
19652,八百四十五; 百十,0
19653,八十七; 七百二十一,1
19654,七百七十八; 二百三十四,0
19655,六百八十八; 八百六十七,1
19656,二百四十; 四百九十四,1
19657,百五十二; 四百六十五,1
19658,二百六十八; 三百六十四,1
19659,九百四十八; 九百六十二,1
19660,五百九十三; 六百八,1
19661,七百九十三; 三百四十四,0
19662,百八十七; 百七十,0
19663,二百六十六; 九十九,0
19664,三百六十四; 百二十三,0
19665,二百五; 五百三十二,1
19666,二百八十三; 八百九十五,1
19667,二百四十; 三百九十三,1
19668,七百七十五; 九百三十三,1
19669,七十四; 五百四十,1
19670,七百七十六; 六,0
19671,二百七十; 二百五十八,0
19672,八百七十九; 六百二十八,0
19673,四百三; 九,0
19674,六百二; 百七十八,0
19675,七百四十八; 八百八十四,1
19676,八百七十八; 五十三,0
19677,十六; 二百三十七,1
19678,二百七十六; 八百十八,1
19679,四百二十; 九百八十一,1
19680,五百六十七; 三百二十九,0
19681,四百六十一; 四百九十九,1
19682,三; 六百九十三,1
19683,四百三十八; 二十四,0
19684,三百四十六; 七百五十八,1
19685,六百十八; 十九,0
19686,三百八十四; 四百九十,1
19687,四百三十二; 三百六十五,0
19688,八百二十九; 八百十三,0
19689,六百六十七; 七百十八,1
19690,六百九; 六百七十六,1
19691,百六; 三百二十,1
19692,八百二十八; 三十一,0
19693,二百八十七; 三百二十二,1
19694,九百六十二; 七百五十六,0
19695,二百九十五; 二百五十九,0
19696,七百八十; 六百五十,0
19697,七百十一; 五百九十一,0
19698,三百十一; 八百八十一,1
19699,四百二十一; 百二十,0
19700,七十三; 六十四,0
19701,八十九; 五百五十三,1
19702,五百三十四; 五百十八,0
19703,九百三十; 四百五十一,0
19704,四百九十四; 六十,0
19705,六百九十七; 五百八十八,0
19706,三百九十四; 五百八十三,1
19707,六百九十七; 二百四十九,0
19708,六百三十七; 七百二十七,1
19709,八十三; 九百四十二,1
19710,五十四; 九百五十九,1
19711,四百二; 七十,0
19712,五百八十八; 百九十一,0
19713,九百九十四; 六百三十,0
19714,六百四; 五百八十九,0
19715,三百七; 六百六,1
19716,四百三十八; 百三十,0
19717,百四十三; 三百七十一,1
19718,二百三十六; 四百五十六,1
19719,百七十二; 百七十四,1
19720,六十五; 三百四十八,1
19721,三百六十; 七百六十五,1
19722,二百六十六; 六百六十三,1
19723,七十四; 二百八十八,1
19724,六百三十七; 八百八十五,1
19725,八百十; 三百八十三,0
19726,百二十七; 七百五十四,1
19727,八百七十四; 六百五十一,0
19728,五百五十一; 四百七,0
19729,五百九; 二百四,0
19730,七百八十一; 九百七十九,1
19731,六百八十; 九百三十八,1
19732,八百九十九; 九百四十八,1
19733,七百二十二; 四百二十八,0
19734,九百四十二; 七百五十一,0
19735,九百十; 八百二十二,0
19736,九百九十六; 三百四十九,0
19737,八百十五; 百二十五,0
19738,百九十四; 三百八,1
19739,四百五十五; 八百七十四,1
19740,二百十; 四百九,1
19741,四百十二; 七百二十五,1
19742,四百五十四; 六百三十二,1
19743,四百七十二; 百五十四,0
19744,三百三十八; 六百五十,1
19745,九十三; 六百七十一,1
19746,九百九十七; 七百四十六,0
19747,八百十八; 八百三十三,1
19748,二百六十; 百八十九,0
19749,百九十三; 六百六十九,1
19750,二十三; 九百三十六,1
19751,六百七十; 八百八十六,1
19752,九百五; 九百九十九,1
19753,八百九十七; 二百六十四,0
19754,百五; 七百二十八,1
19755,五百二十三; 八百七十一,1
19756,七百九十六; 三百九十四,0
19757,四百六十九; 七百七十四,1
19758,五百六十七; 五百四十六,0
19759,四百九十五; 九百九十三,1
19760,九百九十五; 百五十一,0
19761,六百十七; 三百十六,0
19762,九百六十五; 七百七十八,0
19763,四百六十四; 九百三十八,1
19764,二百六十二; 五百二十五,1
19765,六百九十二; 五百七十,0
19766,四百四十八; 三百五十二,0
19767,四百九十二; 百八,0
19768,七百八十八; 六百十九,0
19769,四百五十六; 七百七十九,1
19770,七百九十八; 三百九十五,0
19771,三十六; 四百五十八,1
19772,三百一; 六百三十九,1
19773,五十八; 二百七十,1
19774,六百四十四; 六百八十三,1
19775,七百五十二; 七百十二,0
19776,二百二十八; 五百六十六,1
19777,五百八十七; 三百六十八,0
19778,五百八十五; 九百七十一,1
19779,五百五十四; 三百九,0
19780,五百二十二; 五百二十五,1
19781,百二; 五百七十,1
19782,三十八; 八百十七,1
19783,七百十五; 八百十五,1
19784,七百八十四; 五百八,0
19785,五百八十; 六百九,1
19786,百六十七; 百,0
19787,百四十八; 四百七十五,1
19788,七百七十六; 七百十二,0
19789,四百五; 八百九十九,1
19790,六百七十八; 四百二十八,0
19791,八百八十; 三十六,0
19792,五百五十九; 百十九,0
19793,四百四十五; 七百七十八,1
19794,百八十三; 八百六,1
19795,二百十; 二百六十七,1
19796,八十; 九百二,1
19797,九百四十五; 五十,0
19798,五百五十四; 七百十二,1
19799,七百十四; 九百七,1
19800,三百八十七; 四百二十一,1
19801,五百六; 七百七十,1
19802,七十; 三百八,1
19803,八百七十二; 九百八十四,1
19804,七百三十二; 七百五十九,1
19805,九百二十九; 六百,0
19806,八百二十七; 二百二十九,0
19807,百九十二; 二百六十七,1
19808,九百二十; 八百六十七,0
19809,六百七十七; 百九十六,0
19810,五十六; 七百四十五,1
19811,三百五; 四百三十一,1
19812,七百四十一; 三百四十一,0
